task,truth
23,1
51,0
60,1
93,0
94,0
127,0
142,0
201,0
209,0
237,0
270,0
282,0
369,0
372,0
402,0
410,0
423,0
442,0
447,0
448,0
464,0
500,0
534,0
560,0
566,0
578,0
607,0
636,0
639,0
675,0
676,0
692,0
699,0
709,0
723,0
738,0
755,0
765,0
782,0
791,0
825,0
864,0
883,0
886,0
971,0
975,0
984,0
1003,0
1030,1
1079,1
1092,0
1107,0
1109,0
1121,0
1141,0
1149,0
1162,0
1176,0
1177,0
1235,0
1243,0
1245,0
1263,1
1295,0
1312,0
1423,0
1431,0
1450,0
1457,0
1474,0
1497,0
1500,0
1525,0
1543,0
1575,0
1620,0
1629,0
1631,1
1636,0
1653,0
1672,0
1701,0
1707,0
1709,0
1719,1
1752,0
1766,0
1773,1
1774,0
1781,0
1788,0
1789,1
1857,1
1862,0
1905,1
1906,0
1911,0
1930,0
1952,0
1986,0
