task,truth
11,0
19,0
28,0
43,0
47,0
49,0
84,0
132,0
159,1
169,0
209,0
215,0
234,0
251,0
258,0
319,0
329,0
340,0
357,0
385,0
388,1
391,0
429,0
443,0
496,0
497,0
504,0
507,0
552,0
554,0
558,0
559,1
566,0
596,0
598,0
605,0
606,0
670,0
701,0
702,0
722,0
755,0
802,0
805,0
811,0
839,0
846,0
852,0
874,1
876,0
890,0
894,0
932,0
1025,0
1047,0
1057,0
1130,0
1161,0
1201,0
1205,0
1206,0
1236,0
1279,0
1299,0
1344,0
1358,0
1373,0
1428,0
1437,0
1455,1
1461,0
1525,0
1549,0
1564,0
1596,1
1612,0
1666,0
1669,0
1679,0
1694,0
1697,0
1718,0
1734,0
1736,0
1764,0
1769,0
1782,0
1792,0
1796,0
1809,0
1812,0
1822,0
1823,1
1857,1
1864,0
1870,0
1919,0
1933,0
1963,0
1976,1
