task,truth
2,0
54,0
109,0
113,0
133,0
141,0
156,0
158,0
165,0
223,0
228,1
235,0
257,1
320,0
330,0
356,0
360,0
417,0
426,0
438,0
441,1
449,0
462,0
485,1
591,0
614,0
624,0
657,0
674,0
688,1
727,0
743,0
757,0
762,1
775,1
796,0
797,0
808,1
813,0
815,1
892,0
908,0
910,0
911,0
920,0
945,1
956,0
970,0
1052,0
1069,0
1091,1
1103,1
1112,0
1113,0
1126,0
1151,0
1154,0
1183,0
1189,0
1197,0
1235,0
1259,0
1266,1
1309,0
1316,0
1334,0
1341,1
1372,0
1382,0
1396,1
1435,0
1463,1
1483,0
1503,0
1508,0
1546,1
1566,0
1583,0
1591,0
1604,0
1611,0
1639,0
1667,0
1688,0
1706,0
1719,1
1732,0
1750,0
1752,0
1805,0
1821,0
1840,0
1878,0
1885,0
1910,0
1914,0
1947,0
1957,0
1959,0
1994,1
