task,truth
6,0
8,0
85,0
95,0
114,0
123,1
198,0
257,1
294,0
305,0
314,0
321,1
375,0
409,0
421,0
423,0
461,0
556,0
579,0
580,0
593,0
690,0
693,0
758,0
760,0
767,0
823,0
830,0
839,0
883,0
965,0
970,0
977,0
1020,0
1135,0
1154,0
1204,0
1218,0
1248,1
1263,1
1267,0
1293,0
1341,1
1352,0
1368,1
1404,1
1408,0
1456,0
1488,0
1515,0
1520,0
1546,1
1572,0
1590,0
1637,0
1711,0
1719,1
1743,0
1745,0
1754,1
1799,0
1810,0
1873,0
1898,1
1942,0
1968,0
1992,0
2002,0
2047,0
2061,0
2074,0
2102,0
2147,0
2156,0
2190,0
2210,0
2256,0
2327,0
2346,0
2367,0
2409,0
2423,0
2525,0
2540,0
2588,0
2607,0
2665,0
2680,1
2684,0
2786,0
2794,0
2831,0
2891,0
2900,0
2913,0
2992,1
3009,0
3131,0
3148,0
3152,0
3159,0
3163,0
3210,1
3214,0
3215,1
3230,0
3245,0
3249,0
3301,0
3352,0
3411,0
3419,0
3450,1
3532,0
3533,0
3541,0
3564,0
3570,0
3583,0
3590,0
3646,0
3654,0
3665,0
3669,1
3701,0
3703,1
3731,1
3807,0
3831,0
3872,0
3896,0
3916,0
3979,0
3985,0
4066,0
4077,0
4107,0
4129,0
4132,0
4154,0
4166,0
4246,0
4248,1
4317,0
4352,0
4358,0
4395,0
4400,0
4426,0
4489,1
