task,truth
20,0
25,0
69,0
71,0
72,0
83,0
93,0
94,0
116,0
131,0
140,0
142,0
163,0
178,0
192,0
231,0
291,0
296,0
335,0
356,0
366,0
393,0
427,0
428,0
506,0
528,0
545,0
569,1
598,0
600,0
630,0
669,0
687,1
697,0
714,0
779,0
784,0
786,0
818,0
843,0
858,0
860,0
884,0
893,0
909,1
910,0
933,0
974,1
979,0
1014,0
1023,0
1026,0
1152,0
1172,0
1176,0
1180,0
1208,0
1209,1
1210,0
1219,0
1229,0
1244,0
1259,0
1279,0
1334,0
1343,0
1352,0
1368,1
1375,0
1397,0
1419,0
1423,0
1424,0
1429,0
1447,0
1453,0
1481,1
1505,0
1508,0
1511,1
1513,0
1528,0
1576,0
1577,0
1588,0
1591,0
1599,0
1629,0
1653,0
1683,0
1694,0
1722,0
1749,0
1767,0
1821,0
1898,1
1918,0
1932,0
1989,0
1998,0
