task,truth
28,0
30,0
49,0
50,0
51,0
68,0
82,0
85,0
91,0
96,0
127,0
132,0
157,0
158,0
180,0
200,0
224,0
245,0
284,0
292,0
303,0
319,0
327,0
346,0
367,0
373,0
383,0
409,0
413,0
430,0
437,0
460,0
490,0
510,0
516,0
526,1
558,0
643,0
644,0
647,0
665,0
691,0
715,0
728,0
771,0
802,0
823,0
880,0
901,0
914,0
916,1
924,0
925,0
1040,1
1077,0
1095,0
1101,0
1137,0
1142,0
1151,0
1183,0
1197,0
1204,0
1238,0
1250,0
1258,0
1303,1
1319,1
1320,0
1382,0
1383,0
1386,0
1402,0
1439,0
1444,1
1450,0
1458,0
1472,0
1497,0
1538,0
1560,0
1561,0
1584,0
1605,0
1610,0
1660,0
1679,0
1684,0
1718,0
1759,0
1810,0
1819,0
1840,0
1890,0
1894,0
1914,0
1937,0
1952,0
1975,0
1985,0
