task,truth
10,0
13,1
42,0
155,0
160,0
168,1
178,0
180,0
187,0
215,0
226,0
242,0
283,0
318,0
334,0
335,0
354,0
366,0
386,0
413,0
459,1
486,0
503,1
516,0
520,0
549,0
590,0
621,0
632,0
654,1
737,0
766,0
768,0
792,0
796,0
808,1
862,0
865,0
937,0
958,0
1013,1
1036,0
1037,0
1039,0
1071,0
1073,0
1075,0
1140,0
1177,0
1287,0
1345,0
1350,0
1383,0
1430,0
1437,0
1477,0
1528,0
1599,0
1600,0
1603,0
1608,0
1622,1
1649,0
1662,1
1708,0
1804,0
1817,0
1822,0
1859,0
1879,1
1917,0
1920,0
1973,0
2009,0
2019,0
2120,0
2121,0
2130,1
2217,0
2225,0
2281,0
2282,1
2285,0
2324,0
2412,0
2458,1
2468,0
2491,0
2569,0
2593,0
2597,0
2642,0
2653,1
2657,1
2759,0
2832,0
2940,0
2973,0
2982,0
3032,0
3042,0
3054,0
3149,0
3198,0
3200,0
3226,1
3257,0
3310,0
3312,1
3348,0
3380,0
3393,0
3412,0
3424,0
3523,0
3544,0
3545,0
3558,0
3586,0
3589,0
3600,0
3641,0
3673,0
3726,0
3881,0
3913,0
3933,0
3945,0
3949,1
3990,1
4011,0
4038,0
4080,0
4082,0
4084,0
4109,1
4112,0
4124,0
4128,0
4170,0
4174,0
4235,0
4263,1
4294,0
4295,0
4337,0
4355,0
4359,0
4364,0
4408,0
