task,truth
21,0
27,0
97,0
108,0
140,0
171,0
175,0
182,0
197,0
200,0
212,0
219,0
237,0
264,0
271,0
272,0
281,0
306,1
321,1
348,0
391,0
441,1
451,1
456,0
488,0
535,0
549,0
558,0
602,0
606,0
640,0
649,0
656,0
682,0
699,0
725,0
744,1
751,0
770,1
827,0
830,0
832,0
840,0
852,0
875,0
923,0
925,0
927,0
943,0
971,0
977,0
1001,0
1011,0
1033,0
1059,0
1079,1
1117,0
1141,0
1142,0
1144,1
1175,1
1204,0
1220,1
1251,0
1264,0
1296,0
1299,0
1303,1
1338,0
1341,1
1400,0
1424,0
1433,0
1456,0
1457,0
1491,1
1501,0
1525,0
1561,0
1602,1
1609,0
1706,0
1726,1
1746,0
1776,0
1783,0
1796,0
1800,0
1815,0
1827,0
1829,0
1831,0
1840,0
1860,0
1862,0
1867,0
1870,0
1950,0
1973,0
1981,0
