worker,task,answer
3.0,0,1
3.0,3,1
3.0,5,0
3.0,7,0
3.0,10,1
3.0,12,0
3.0,20,1
3.0,23,0
3.0,24,1
3.0,25,1
3.0,28,0
3.0,29,0
3.0,32,0
3.0,33,0
3.0,35,0
3.0,37,0
3.0,39,0
3.0,40,0
3.0,41,1
3.0,42,1
3.0,44,0
3.0,46,1
3.0,48,0
7.0,0,0
7.0,1,0
7.0,2,1
7.0,3,1
7.0,4,1
7.0,7,1
7.0,10,1
7.0,13,0
7.0,14,1
7.0,17,0
7.0,18,0
7.0,23,0
7.0,29,0
7.0,30,1
7.0,43,1
7.0,45,0
7.0,46,0
7.0,47,1
9.0,0,1
9.0,1,0
9.0,4,0
9.0,9,0
9.0,11,1
9.0,15,1
9.0,19,0
9.0,23,1
9.0,27,1
9.0,36,1
9.0,38,1
9.0,44,0
9.0,45,1
9.0,46,0
9.0,47,1
9.0,48,1
9.0,49,0
10.0,1,1
10.0,2,1
10.0,3,0
10.0,13,1
10.0,19,1
10.0,20,0
10.0,22,0
10.0,24,0
10.0,25,0
10.0,29,1
10.0,31,1
10.0,35,0
10.0,37,0
10.0,38,1
10.0,40,0
10.0,42,0
10.0,43,1
10.0,45,1
10.0,46,1
10.0,47,0
11.0,1,0
11.0,2,0
11.0,3,0
11.0,6,1
11.0,7,1
11.0,8,0
11.0,11,0
11.0,12,1
11.0,14,0
11.0,15,0
11.0,20,1
11.0,23,0
11.0,24,1
11.0,26,0
11.0,31,1
11.0,32,1
11.0,35,0
11.0,38,1
11.0,40,0
11.0,41,0
11.0,42,0
11.0,43,1
11.0,47,0
11.0,49,1
12.0,0,1
12.0,1,1
12.0,4,0
12.0,5,1
12.0,8,0
12.0,12,0
12.0,19,0
12.0,21,1
12.0,22,1
12.0,25,0
12.0,26,0
12.0,29,0
12.0,31,0
12.0,35,0
12.0,41,0
12.0,45,0
12.0,46,0
12.0,48,1
12.0,49,0
13.0,0,0
13.0,2,1
13.0,12,0
13.0,13,0
13.0,19,0
13.0,20,1
13.0,21,1
13.0,23,0
13.0,24,0
13.0,26,0
13.0,28,0
13.0,32,0
13.0,35,0
13.0,36,1
13.0,39,1
13.0,42,0
13.0,47,0
13.0,49,0
14.0,2,1
14.0,4,0
14.0,8,1
14.0,12,0
14.0,13,0
14.0,14,1
14.0,15,0
14.0,16,1
14.0,17,1
14.0,18,0
14.0,20,1
14.0,27,1
14.0,29,0
14.0,30,0
14.0,32,1
14.0,34,0
14.0,35,0
14.0,38,1
14.0,40,0
14.0,41,1
14.0,42,0
14.0,43,0
14.0,46,0
14.0,47,0
19.0,2,0
19.0,10,0
19.0,11,1
19.0,14,0
19.0,16,0
19.0,19,0
19.0,21,1
19.0,23,0
19.0,24,1
19.0,25,0
19.0,28,0
19.0,32,1
19.0,33,0
19.0,35,0
19.0,40,1
19.0,42,0
19.0,43,0
19.0,44,1
19.0,47,1
20.0,0,0
20.0,14,1
20.0,15,0
20.0,18,0
20.0,23,1
20.0,27,0
20.0,29,0
20.0,30,0
20.0,32,1
20.0,33,1
20.0,34,1
20.0,39,0
20.0,46,1
25.0,0,1
25.0,2,0
25.0,7,1
25.0,10,0
25.0,11,1
25.0,12,1
25.0,13,1
25.0,14,1
25.0,16,1
25.0,17,1
25.0,19,0
25.0,22,0
25.0,24,1
25.0,25,1
25.0,28,1
25.0,34,1
25.0,36,1
25.0,38,0
25.0,40,0
25.0,42,0
25.0,44,1
25.0,45,0
29.0,5,1
29.0,7,1
29.0,9,1
29.0,11,0
29.0,16,1
29.0,19,1
29.0,22,0
29.0,26,0
29.0,28,1
29.0,30,0
29.0,31,0
29.0,32,0
29.0,35,1
29.0,39,0
29.0,40,0
29.0,42,1
29.0,44,1
29.0,45,1
30.0,0,1
30.0,1,1
30.0,2,1
30.0,4,0
30.0,5,0
30.0,10,1
30.0,12,0
30.0,21,0
30.0,22,1
30.0,23,0
30.0,24,0
30.0,26,1
30.0,30,0
30.0,32,0
30.0,35,0
30.0,38,1
30.0,40,1
30.0,41,1
30.0,44,0
30.0,48,1
30.0,49,1
35.0,0,1
35.0,2,0
35.0,6,1
35.0,8,1
35.0,20,0
35.0,24,0
35.0,27,0
35.0,28,1
35.0,29,1
35.0,33,0
35.0,36,1
35.0,37,1
35.0,39,1
35.0,47,1
35.0,48,1
35.0,49,0
40.0,0,0
40.0,2,1
40.0,7,1
40.0,8,0
40.0,9,1
40.0,13,0
40.0,15,1
