task,truth
7,0
40,0
101,1
125,0
147,0
150,0
181,0
198,0
225,0
263,0
267,0
276,1
289,0
390,0
434,0
518,0
536,0
560,0
597,0
610,0
619,0
627,0
667,0
696,0
703,0
712,0
746,0
784,0
788,0
789,0
808,1
851,0
886,0
901,0
931,0
932,0
981,0
1001,0
1021,1
1032,1
1042,0
1046,0
1048,0
1094,0
1128,0
1140,0
1158,1
1181,0
1184,0
1198,0
1213,0
1244,0
1251,0
1269,0
1277,0
1314,0
1315,0
1337,1
1360,0
1383,0
1398,0
1412,1
1436,0
1476,0
1480,0
1482,1
1519,0
1527,0
1544,1
1553,0
1585,0
1619,0
1626,0
1633,0
1640,0
1652,0
1674,0
1687,0
1697,0
1698,0
1713,1
1716,1
1717,0
1806,0
1811,1
1821,0
1822,0
1849,0
1850,0
1866,0
1874,0
1881,0
1889,1
1899,0
1902,0
1912,0
1920,0
1934,0
1979,0
1982,0
