task,truth
32,0
76,1
84,0
88,0
108,0
132,0
186,0
190,0
205,0
206,0
232,0
244,0
296,0
301,0
303,0
309,0
312,0
320,0
326,0
354,0
363,0
380,0
383,0
391,0
393,0
400,0
401,0
417,0
459,1
464,0
486,0
502,0
511,0
594,0
629,0
648,0
650,0
656,0
670,0
672,0
673,0
685,1
734,0
794,0
809,0
839,0
844,0
876,0
903,0
938,0
941,0
942,0
969,0
970,0
987,0
989,0
990,0
1005,0
1014,0
1072,0
1098,0
1103,1
1112,0
1134,0
1137,0
1148,0
1160,0
1188,0
1219,0
1230,0
1237,0
1273,0
1281,0
1292,0
1301,0
1350,0
1400,0
1430,0
1455,1
1457,0
1461,0
1469,1
1509,0
1580,0
1613,0
1642,0
1669,0
1705,0
1746,0
1785,0
1813,0
1824,0
1845,0
1857,1
1861,1
1870,0
1877,1
1883,0
1907,0
1954,0
