worker,task,answer
1.0,0,1
1.0,2,1
1.0,6,0
1.0,13,0
1.0,14,1
1.0,20,0
1.0,22,1
1.0,31,1
1.0,32,1
1.0,35,0
1.0,37,0
1.0,41,0
1.0,48,0
5.0,5,0
5.0,6,1
5.0,10,0
5.0,11,1
5.0,19,1
5.0,22,0
5.0,25,1
5.0,28,0
5.0,32,0
5.0,34,1
5.0,36,0
5.0,37,1
5.0,38,0
5.0,40,1
5.0,49,1
9.0,2,0
9.0,4,1
9.0,5,0
9.0,6,0
9.0,10,1
9.0,11,0
9.0,12,0
9.0,16,0
9.0,18,0
9.0,22,1
9.0,26,0
9.0,29,1
9.0,33,0
9.0,39,1
9.0,44,1
9.0,47,1
9.0,49,0
10.0,6,1
10.0,9,0
10.0,15,1
10.0,16,0
10.0,20,0
10.0,21,1
10.0,23,1
10.0,26,0
10.0,27,1
10.0,28,1
10.0,31,0
10.0,34,0
10.0,37,0
10.0,41,1
10.0,48,0
11.0,0,1
11.0,5,0
11.0,8,1
11.0,13,0
11.0,14,1
11.0,19,0
11.0,28,1
11.0,32,1
11.0,34,0
11.0,39,0
11.0,41,0
11.0,45,1
11.0,46,0
11.0,47,1
11.0,48,1
14.0,5,0
14.0,6,1
14.0,9,1
14.0,16,0
14.0,23,0
14.0,27,0
14.0,29,0
14.0,32,1
14.0,33,1
14.0,35,0
14.0,36,1
14.0,41,1
14.0,45,0
23.0,1,1
23.0,3,0
23.0,4,1
23.0,7,0
23.0,11,0
23.0,13,0
23.0,14,1
23.0,17,0
23.0,21,0
23.0,24,0
23.0,26,0
23.0,27,1
23.0,31,0
23.0,33,0
23.0,40,1
23.0,45,0
24.0,3,0
24.0,4,0
24.0,8,0
24.0,13,0
24.0,21,1
24.0,29,1
24.0,31,1
24.0,36,1
24.0,38,1
24.0,40,0
24.0,47,0
24.0,48,1
26.0,8,0
26.0,11,0
26.0,12,0
26.0,15,0
26.0,19,0
26.0,22,0
26.0,25,0
26.0,35,0
26.0,37,0
26.0,38,0
26.0,49,1
28.0,1,1
28.0,2,1
28.0,6,0
28.0,7,1
28.0,12,1
28.0,16,0
28.0,21,0
28.0,22,1
28.0,24,0
28.0,31,0
28.0,32,0
28.0,33,0
28.0,35,1
28.0,38,1
28.0,42,1
28.0,43,1
28.0,46,0
28.0,48,1
28.0,49,0
31.0,1,0
31.0,5,1
31.0,10,1
31.0,12,0
31.0,14,0
31.0,16,1
31.0,17,1
31.0,22,0
31.0,24,0
31.0,26,1
31.0,27,0
31.0,29,0
31.0,32,1
31.0,36,1
31.0,42,1
31.0,45,0
31.0,49,1
32.0,0,1
32.0,4,0
32.0,5,0
32.0,6,1
32.0,14,1
32.0,15,0
32.0,20,1
32.0,25,1
32.0,26,0
32.0,28,1
32.0,29,0
32.0,34,1
32.0,41,1
32.0,46,0
38.0,4,1
38.0,10,1
38.0,15,0
38.0,19,1
38.0,23,0
38.0,25,0
38.0,31,0
38.0,32,0
38.0,37,1
38.0,38,1
38.0,43,1
38.0,46,0
38.0,48,1
39.0,0,1
39.0,1,0
39.0,6,0
39.0,7,1
39.0,10,1
39.0,17,1
39.0,19,1
39.0,21,0
39.0,22,1
39.0,33,1
39.0,34,1
39.0,40,0
39.0,46,0
39.0,48,0
40.0,0,0
40.0,3,0
40.0,4,1
40.0,13,0
40.0,14,1
40.0,15,0
40.0,16,1
40.0,25,1
40.0,26,1
40.0,27,1
40.0,31,1
40.0,33,0
40.0,35,0
40.0,36,1
40.0,41,0
40.0,43,1
40.0,44,1
40.0,49,1
44.0,6,1
44.0,8,1
44.0,9,1
44.0,13,1
44.0,15,1
44.0,16,0
44.0,19,1
44.0,20,1
44.0,21,0
44.0,25,0
44.0,28,0
44.0,32,1
44.0,33,1
44.0,35,0
44.0,36,1
44.0,45,1
44.0,46,0
48.0,2,1
48.0,7,1
48.0,10,0
48.0,13,1
48.0,15,0
48.0,16,1
48.0,20,1
48.0,21,0
48.0,28,1
48.0,30,0
48.0,31,1
48.0,35,1
48.0,45,1
48.0,46,0
48.0,47,0
49.0,1,1
49.0,2,1
49.0,3,0
49.0,4,0
49.0,6,0
49.0,12,0
49.0,16,0
49.0,23,1
49.0,29,1
49.0,33,1
49.0,36,1
49.0,42,0
49.0,43,1
49.0,44,1
49.0,48,0
52.0,3,1
52.0,6,0
52.0,9,0
52.0,10,0
52.0,13,0
52.0,17,1
52.0,20,1
52.0,21,0
52.0,28,1
52.0,34,0
52.0,41,1
52.0,46,0
55.0,5,0
55.0,6,1
55.0,8,1
55.0,16,1
55.0,22,0
55.0,23,1
55.0,30,1
55.0,32,0
55.0,33,0
55.0,34,0
55.0,36,0
55.0,39,1
55.0,43,0
55.0,44,0
55.0,45,1
56.0,2,1
56.0,3,0
56.0,6,0
56.0,10,1
56.0,11,0
56.0,14,1
