worker,task,answer
0.0,2,0
0.0,6,1
0.0,10,1
0.0,12,0
0.0,19,0
0.0,26,1
0.0,27,0
0.0,35,1
0.0,36,1
0.0,39,0
0.0,40,1
0.0,44,0
4.0,2,0
4.0,7,1
4.0,19,1
4.0,25,0
4.0,35,0
4.0,40,1
14.0,0,1
14.0,5,0
14.0,9,0
14.0,15,0
14.0,20,1
14.0,26,0
14.0,32,1
14.0,42,0
14.0,49,1
16.0,2,1
16.0,7,1
16.0,12,0
16.0,13,0
16.0,14,0
16.0,39,0
16.0,46,0
16.0,47,0
21.0,2,1
21.0,5,1
21.0,8,1
21.0,10,1
21.0,11,1
21.0,17,1
21.0,19,1
21.0,20,0
21.0,21,0
21.0,24,0
21.0,32,0
21.0,44,1
21.0,45,0
21.0,48,1
26.0,18,1
26.0,28,1
26.0,29,1
26.0,39,1
26.0,45,1
26.0,47,1
29.0,4,0
29.0,7,0
29.0,12,0
29.0,13,0
29.0,15,0
29.0,21,1
29.0,25,1
29.0,31,0
29.0,34,1
29.0,35,0
29.0,38,0
29.0,44,1
29.0,47,0
29.0,49,1
32.0,7,1
32.0,13,1
32.0,23,0
32.0,27,0
32.0,30,1
32.0,38,1
32.0,47,1
33.0,1,0
33.0,3,0
33.0,6,1
33.0,7,0
33.0,12,0
33.0,17,0
33.0,18,1
33.0,21,1
33.0,23,1
33.0,29,0
33.0,30,1
33.0,32,1
33.0,33,0
33.0,41,1
33.0,42,0
33.0,44,1
33.0,45,1
40.0,4,0
40.0,8,1
40.0,9,1
40.0,10,1
40.0,13,0
40.0,15,1
40.0,21,1
40.0,24,1
40.0,34,0
40.0,36,0
40.0,46,1
45.0,3,0
45.0,5,1
45.0,8,1
45.0,31,1
45.0,33,1
45.0,34,0
45.0,35,1
45.0,39,0
45.0,44,0
45.0,45,0
50.0,9,0
50.0,18,1
50.0,19,1
50.0,23,0
50.0,26,1
50.0,35,0
50.0,45,0
53.0,13,0
53.0,14,0
53.0,22,1
53.0,39,1
53.0,45,1
56.0,3,0
56.0,7,1
56.0,8,0
56.0,15,0
56.0,18,1
56.0,27,0
56.0,37,1
56.0,39,0
56.0,47,0
56.0,48,1
56.0,49,0
57.0,0,1
57.0,5,0
57.0,8,0
57.0,10,0
57.0,13,0
57.0,17,1
57.0,21,1
57.0,22,0
57.0,24,1
57.0,36,0
57.0,37,0
57.0,38,0
57.0,43,1
57.0,46,0
60.0,12,0
60.0,20,0
60.0,21,1
60.0,29,0
60.0,31,1
60.0,35,0
60.0,36,1
60.0,40,0
60.0,42,0
60.0,43,1
60.0,45,0
71.0,2,0
71.0,10,0
71.0,16,1
71.0,22,1
71.0,25,0
71.0,26,1
71.0,36,0
71.0,42,1
74.0,20,1
74.0,22,1
74.0,33,0
74.0,34,1
74.0,46,1
74.0,47,1
76.0,0,1
76.0,4,0
76.0,9,0
76.0,11,1
76.0,24,0
76.0,27,1
77.0,6,0
77.0,7,0
77.0,10,0
77.0,20,0
77.0,31,1
77.0,37,1
77.0,39,0
77.0,40,0
77.0,45,0
78.0,13,1
78.0,21,0
78.0,31,0
78.0,41,1
78.0,43,1
78.0,48,1
79.0,2,1
79.0,5,1
79.0,10,1
79.0,11,1
79.0,14,1
79.0,15,0
79.0,23,1
79.0,37,1
79.0,38,0
79.0,39,1
79.0,41,1
79.0,42,0
82.0,0,0
82.0,2,1
82.0,5,0
82.0,10,0
82.0,11,1
82.0,14,0
82.0,18,1
82.0,20,1
82.0,22,1
82.0,23,0
82.0,29,0
82.0,38,0
82.0,41,1
82.0,42,0
82.0,43,1
82.0,46,0
82.0,48,0
86.0,3,1
86.0,9,0
86.0,11,1
86.0,14,0
86.0,23,1
86.0,24,1
86.0,36,1
86.0,39,1
86.0,46,0
87.0,1,0
