worker,task,answer
2.0,3,0
2.0,14,0
2.0,28,0
2.0,34,1
2.0,39,0
2.0,43,1
2.0,46,1
2.0,48,0
6.0,16,1
6.0,20,1
6.0,21,0
6.0,25,1
6.0,29,0
6.0,30,0
6.0,32,0
6.0,36,0
6.0,45,1
6.0,49,1
11.0,19,0
11.0,28,0
17.0,2,1
17.0,11,0
17.0,20,0
17.0,24,1
17.0,30,0
17.0,36,1
17.0,47,1
17.0,49,0
27.0,2,0
27.0,10,0
27.0,11,1
27.0,16,1
27.0,17,0
27.0,34,1
27.0,46,0
27.0,49,1
30.0,4,1
30.0,11,1
30.0,13,0
30.0,18,1
30.0,20,1
30.0,25,1
30.0,37,0
30.0,39,1
30.0,42,1
35.0,0,0
35.0,1,1
35.0,10,0
35.0,11,0
35.0,12,1
35.0,13,1
35.0,23,1
35.0,24,0
35.0,35,1
35.0,40,0
35.0,42,1
35.0,48,1
36.0,10,0
36.0,13,0
36.0,15,1
36.0,26,1
36.0,27,1
36.0,31,0
36.0,41,0
36.0,42,0
36.0,48,1
37.0,4,1
37.0,7,0
37.0,17,1
37.0,26,1
37.0,27,1
37.0,28,1
37.0,29,1
37.0,39,0
37.0,40,1
37.0,42,0
37.0,43,1
37.0,45,1
37.0,46,1
37.0,49,1
41.0,4,1
41.0,6,0
41.0,10,1
41.0,11,0
41.0,15,1
41.0,18,1
41.0,20,1
41.0,28,0
41.0,32,0
41.0,33,1
41.0,37,1
43.0,2,1
43.0,20,0
43.0,21,1
43.0,27,1
43.0,29,0
43.0,33,0
43.0,35,1
43.0,38,1
43.0,40,0
43.0,42,0
43.0,47,0
46.0,3,0
46.0,16,0
46.0,23,0
46.0,24,1
46.0,26,1
46.0,29,1
46.0,45,1
46.0,48,1
49.0,1,0
49.0,13,0
49.0,24,0
49.0,29,1
49.0,33,1
49.0,36,0
49.0,38,0
49.0,42,1
52.0,5,1
52.0,6,1
52.0,9,1
52.0,13,1
52.0,22,1
52.0,32,0
52.0,33,1
52.0,39,1
52.0,41,1
52.0,42,0
56.0,10,0
56.0,15,1
56.0,24,1
56.0,29,1
56.0,33,1
58.0,13,0
58.0,21,0
58.0,22,1
58.0,30,0
58.0,36,0
58.0,40,0
58.0,49,1
59.0,9,1
59.0,11,0
59.0,20,1
59.0,30,0
59.0,31,0
59.0,33,0
59.0,34,0
59.0,38,0
59.0,40,0
59.0,45,1
64.0,9,1
64.0,17,0
64.0,34,1
64.0,43,1
64.0,49,0
65.0,5,0
65.0,11,0
65.0,15,1
65.0,19,1
65.0,20,1
65.0,25,1
65.0,33,1
65.0,34,1
65.0,41,1
65.0,42,1
65.0,43,1
65.0,44,0
73.0,2,1
73.0,3,0
73.0,12,1
73.0,22,1
73.0,25,1
73.0,26,1
73.0,37,1
73.0,38,0
73.0,46,0
74.0,8,1
74.0,16,0
74.0,38,0
82.0,7,1
82.0,10,0
82.0,15,1
82.0,16,0
82.0,17,1
82.0,18,1
82.0,24,0
82.0,28,0
82.0,29,0
82.0,30,1
82.0,31,0
82.0,35,1
82.0,40,0
82.0,49,0
88.0,2,0
88.0,16,0
88.0,32,0
88.0,35,0
88.0,38,1
88.0,41,0
88.0,49,1
103.0,2,1
103.0,9,1
103.0,14,1
103.0,16,1
103.0,17,1
103.0,43,0
105.0,5,0
105.0,12,1
105.0,13,1
105.0,31,0
105.0,38,0
107.0,8,1
107.0,15,0
107.0,17,0
107.0,48,1
123.0,4,1
123.0,13,1
123.0,18,1
123.0,20,0
123.0,22,1
123.0,29,0
123.0,31,1
123.0,36,1
123.0,46,1
124.0,0,1
124.0,8,0
124.0,10,0
124.0,14,1
124.0,18,0
124.0,21,1
124.0,23,0
124.0,40,0
126.0,6,1
126.0,13,0
126.0,15,0
126.0,18,0
126.0,23,1
126.0,32,0
126.0,37,0
126.0,39,1
126.0,44,0
126.0,46,1
126.0,47,1
127.0,5,0
127.0,8,0
127.0,9,0
127.0,10,0
127.0,13,0
127.0,22,0
127.0,27,1
127.0,38,0
127.0,46,1
135.0,2,1
135.0,3,0
135.0,5,1
135.0,15,1
135.0,21,1
135.0,22,0
135.0,27,1
135.0,34,1
135.0,39,1
135.0,42,1
135.0,48,1
138.0,0,1
138.0,2,0
138.0,6,0
138.0,8,1
138.0,11,0
138.0,16,0
138.0,21,1
138.0,28,1
138.0,32,0
138.0,39,1
138.0,40,0
138.0,44,1
138.0,45,1
139.0,11,0
139.0,13,1
139.0,15,1
139.0,20,1
139.0,29,0
139.0,34,1
139.0,35,0
139.0,39,1
139.0,46,0
139.0,48,0
143.0,2,1
143.0,5,1
143.0,11,1
143.0,14,0
143.0,20,1
143.0,29,1
143.0,49,0
147.0,2,0
147.0,4,0
147.0,8,0
147.0,10,0
147.0,17,0
147.0,21,0
147.0,23,0
147.0,27,1
147.0,39,0
147.0,42,0
151.0,2,0
151.0,5,1
151.0,18,1
151.0,21,0
151.0,30,1
151.0,37,0
151.0,45,1
151.0,49,0
155.0,2,0
155.0,12,1
155.0,16,1
155.0,18,0
155.0,23,1
155.0,32,1
155.0,34,0
155.0,35,0
