worker,task,answer
0.0,7,0
0.0,8,0
0.0,12,1
0.0,15,0
0.0,17,0
0.0,22,0
0.0,31,1
0.0,32,0
0.0,40,1
0.0,43,1
0.0,49,0
1.0,1,1
1.0,4,0
1.0,5,1
1.0,6,0
1.0,12,1
1.0,26,0
1.0,28,0
1.0,29,0
1.0,31,1
1.0,33,1
1.0,35,1
1.0,41,0
1.0,45,1
1.0,46,1
1.0,49,1
2.0,1,0
2.0,5,0
2.0,7,1
2.0,14,1
2.0,15,1
2.0,18,1
2.0,19,0
2.0,20,0
2.0,21,1
2.0,25,1
2.0,26,0
2.0,30,1
2.0,31,0
2.0,37,0
2.0,40,1
2.0,41,1
2.0,46,1
2.0,47,1
5.0,2,1
5.0,4,1
5.0,7,0
5.0,10,1
5.0,11,1
5.0,13,1
5.0,15,0
5.0,18,0
5.0,22,1
5.0,26,0
5.0,28,0
5.0,36,1
5.0,37,1
5.0,41,0
5.0,43,0
5.0,47,1
6.0,0,1
6.0,1,0
6.0,2,1
6.0,3,1
6.0,5,1
6.0,7,0
6.0,12,0
6.0,19,0
6.0,20,0
6.0,21,1
6.0,22,1
6.0,26,1
6.0,28,0
6.0,31,0
6.0,33,1
6.0,39,1
6.0,47,1
6.0,48,1
6.0,49,0
10.0,5,1
10.0,11,1
10.0,16,0
10.0,25,0
10.0,26,1
10.0,28,1
10.0,34,0
10.0,42,0
10.0,43,1
10.0,44,0
10.0,45,0
10.0,46,0
10.0,47,1
10.0,48,0
10.0,49,0
11.0,13,0
11.0,18,1
11.0,20,0
11.0,21,1
11.0,22,0
11.0,23,1
11.0,25,0
11.0,27,1
11.0,28,0
11.0,30,1
11.0,32,1
11.0,38,1
11.0,47,1
11.0,48,0
15.0,0,1
15.0,2,0
15.0,3,1
15.0,8,0
15.0,11,1
15.0,15,0
15.0,17,1
15.0,20,0
15.0,27,1
15.0,30,1
15.0,33,1
15.0,37,1
15.0,41,1
15.0,46,1
16.0,0,1
16.0,6,1
16.0,8,0
16.0,10,1
16.0,13,1
16.0,17,0
16.0,18,1
16.0,20,0
16.0,22,0
16.0,24,1
16.0,26,1
16.0,30,0
16.0,32,1
16.0,33,1
16.0,37,1
16.0,42,0
16.0,43,0
16.0,46,0
16.0,48,0
16.0,49,1
22.0,1,0
22.0,3,0
22.0,5,0
22.0,13,0
22.0,14,0
22.0,15,0
22.0,16,0
22.0,23,1
22.0,26,0
22.0,27,0
22.0,30,1
22.0,42,0
22.0,43,1
32.0,6,1
32.0,8,0
32.0,14,1
32.0,20,1
32.0,21,0
32.0,22,0
32.0,23,1
32.0,28,1
32.0,31,0
32.0,33,1
32.0,36,0
32.0,39,1
32.0,42,1
32.0,44,0
43.0,1,0
43.0,6,0
43.0,11,1
43.0,14,0
43.0,26,1
43.0,30,0
43.0,33,0
43.0,34,1
43.0,37,1
43.0,40,0
43.0,44,0
43.0,47,0
43.0,48,0
44.0,5,0
44.0,9,0
44.0,10,1
44.0,11,1
44.0,16,1
44.0,17,1
44.0,22,1
44.0,30,0
44.0,31,0
44.0,44,0
44.0,46,0
44.0,47,0
51.0,1,1
51.0,10,1
51.0,13,1
51.0,15,1
51.0,16,0
51.0,20,0
51.0,24,0
51.0,29,1
51.0,30,1
51.0,33,0
51.0,42,0
51.0,44,1
51.0,45,0
51.0,47,0
59.0,6,1
59.0,9,0
59.0,10,0
59.0,11,1
59.0,16,0
59.0,23,0
59.0,25,0
59.0,37,0
59.0,39,0
59.0,43,0
59.0,44,1
59.0,45,1
59.0,49,1
60.0,6,1
60.0,7,0
60.0,11,0
60.0,15,1
60.0,16,1
60.0,22,0
60.0,24,0
60.0,25,1
60.0,27,0
60.0,34,1
60.0,40,0
60.0,41,0
60.0,43,0
60.0,45,1
60.0,48,0
77.0,3,1
77.0,4,1
77.0,5,1
77.0,12,1
77.0,15,1
77.0,22,1
77.0,23,0
77.0,26,0
77.0,28,1
77.0,29,1
77.0,33,0
77.0,34,0
77.0,35,1
77.0,37,1
77.0,47,0
77.0,48,0
80.0,1,0
80.0,4,1
80.0,5,1
80.0,7,0
80.0,9,1
80.0,23,1
80.0,26,1
80.0,28,0
80.0,31,1
80.0,32,1
80.0,34,0
80.0,36,1
80.0,40,1
80.0,44,0
80.0,46,1
80.0,49,0
84.0,0,0
84.0,2,0
84.0,4,0
84.0,9,0
84.0,15,0
84.0,18,1
84.0,19,0
84.0,20,0
84.0,23,1
84.0,26,1
84.0,27,0
84.0,31,0
84.0,37,1
84.0,39,0
84.0,40,0
84.0,41,0
86.0,0,1
86.0,1,1
86.0,3,0
86.0,4,1
86.0,6,1
86.0,10,0
86.0,17,1
86.0,33,0
86.0,35,0
