task,truth
22,0
23,1
27,0
92,0
159,1
167,0
187,0
188,1
193,0
202,0
226,0
235,0
250,0
290,0
332,0
333,0
365,0
367,0
369,0
378,0
386,0
396,0
408,0
410,0
445,0
463,0
489,0
504,0
524,0
525,0
548,0
572,0
624,0
706,0
719,1
721,0
769,0
825,0
830,0
875,0
896,1
920,0
939,0
949,0
965,0
967,0
1011,0
1019,0
1031,0
1099,1
1118,0
1132,0
1138,0
1142,0
1181,0
1188,0
1191,0
1256,0
1276,0
1299,0
1361,0
1372,0
1388,0
1467,0
1490,0
1518,0
1534,0
1537,0
1554,0
1579,0
1582,0
1592,0
1595,0
1617,0
1619,0
1623,0
1639,0
1666,0
1679,0
1685,1
1698,0
1713,1
1738,0
1786,0
1787,0
1799,0
1826,1
1830,0
1850,0
1852,0
1853,0
1861,1
1865,0
1891,0
1905,1
1925,0
1962,0
1964,0
1965,0
1995,1
