task,truth
14,0
19,0
38,0
52,1
54,0
58,0
82,0
90,0
144,1
158,0
184,0
189,0
193,0
269,0
323,0
337,0
355,0
403,0
404,0
408,0
434,0
460,0
467,0
486,0
519,0
521,0
524,0
577,0
588,0
625,0
628,0
687,1
744,1
758,0
763,1
766,0
780,0
793,0
795,0
846,0
866,0
871,0
887,1
904,0
942,0
968,0
975,0
1019,0
1020,0
1070,0
1081,0
1086,0
1087,0
1105,0
1134,0
1142,0
1154,0
1160,0
1176,0
1206,0
1240,0
1291,0
1299,0
1306,1
1342,0
1407,0
1440,0
1442,0
1443,0
1455,1
1459,0
1484,0
1516,0
1521,0
1526,0
1532,0
1534,0
1567,0
1572,0
1584,0
1591,0
1594,0
1595,0
1606,0
1676,0
1695,0
1719,1
1730,0
1732,0
1749,0
1786,0
1826,1
1836,0
1840,0
1873,0
1879,1
1893,0
1919,0
1928,0
1966,0
