task,truth
15,0
73,0
89,0
98,0
101,1
107,0
114,0
119,0
131,0
159,1
171,0
211,0
253,0
255,1
284,0
288,0
296,0
301,0
311,0
359,0
389,0
391,0
440,0
443,0
448,0
476,0
505,0
506,0
509,0
568,1
580,0
587,0
607,0
609,0
635,0
641,0
642,0
644,0
647,0
684,0
686,0
822,0
835,0
838,0
861,0
877,0
925,0
947,0
1011,0
1018,1
1025,0
1033,0
1041,0
1075,0
1077,0
1100,0
1110,0
1117,0
1129,0
1167,0
1251,0
1275,0
1321,0
1336,0
1352,0
1361,0
1380,0
1402,0
1491,1
1504,0
1512,0
1522,0
1529,1
1547,0
1565,0
1568,0
1571,0
1588,0
1630,0
1638,0
1642,0
1643,0
1650,0
1654,0
1699,0
1714,0
1743,0
1771,0
1778,0
1782,0
1817,0
1821,0
1848,0
1861,1
1867,0
1896,1
1898,1
1914,0
1951,0
1999,1
