task,truth
18,0
45,0
62,0
101,1
102,0
127,0
160,0
219,0
221,0
228,1
233,1
238,0
241,0
310,1
316,1
318,0
325,0
334,0
341,0
345,0
353,0
384,0
446,0
457,0
465,0
475,0
485,1
493,0
512,0
560,0
585,0
600,0
601,0
621,0
654,1
659,0
665,0
668,0
670,0
721,0
739,0
781,0
783,0
801,0
806,0
808,1
814,1
816,0
831,0
1089,0
1123,0
1140,0
1157,0
1176,0
1198,0
1224,0
1229,0
1233,0
1245,0
1251,0
1310,0
1349,0
1367,0
1380,0
1408,0
1417,0
1464,0
1475,0
1479,0
1496,1
1504,0
1505,0
1508,0
1511,1
1526,0
1532,0
1564,0
1585,0
1595,0
1596,1
1607,0
1618,0
1658,0
1667,0
1686,0
1740,0
1744,0
1750,0
1765,0
1788,0
1801,0
1803,1
1813,0
1857,1
1910,0
1921,0
1953,1
1961,0
1972,0
1995,1
