task,truth
40,0
60,1
69,0
87,0
91,0
111,0
137,0
157,0
185,0
198,0
205,0
229,0
239,0
250,0
285,0
310,1
345,0
358,0
359,0
366,0
380,0
381,0
386,0
416,0
452,0
457,0
465,0
478,0
486,0
496,0
557,0
648,0
664,0
735,0
832,0
868,0
874,1
880,0
889,0
940,0
952,0
967,0
971,0
1007,0
1015,0
1020,0
1025,0
1054,0
1100,0
1102,0
1112,0
1114,0
1121,0
1133,0
1147,0
1164,0
1177,0
1194,0
1197,0
1216,1
1226,0
1229,0
1243,0
1244,0
1247,0
1259,0
1309,0
1328,0
1337,1
1355,0
1408,0
1419,0
1437,0
1446,0
1449,0
1480,0
1485,0
1532,0
1562,0
1605,0
1626,0
1641,0
1663,0
1675,0
1680,0
1692,0
1711,0
1788,0
1789,1
1807,0
1836,0
1861,1
1867,0
1875,1
1900,0
1910,0
1916,0
1923,0
1938,0
1976,1
