task,truth
3,0
28,0
48,0
59,1
68,0
84,0
144,1
153,0
170,0
181,0
186,0
195,0
232,0
238,0
245,0
251,0
317,0
351,0
371,0
373,0
391,0
393,0
397,0
402,0
405,1
409,0
411,0
427,0
429,0
464,0
479,0
521,0
527,0
531,0
537,0
553,0
574,0
581,0
617,0
620,0
622,0
689,0
692,0
695,0
701,0
702,0
706,0
761,0
765,0
828,0
858,0
883,0
1046,0
1050,0
1055,0
1081,0
1113,0
1120,0
1153,0
1171,0
1175,1
1179,0
1181,0
1187,1
1192,0
1222,0
1228,0
1241,0
1258,0
1285,0
1307,0
1316,0
1327,0
1358,0
1391,0
1402,0
1406,0
1416,0
1429,0
1447,0
1487,0
1533,1
1550,0
1611,0
1625,0
1642,0
1698,0
1734,0
1753,0
1774,0
1811,1
1834,0
1845,0
1862,0
1884,0
1889,1
1915,0
1922,0
1955,0
1993,0
