task,truth
0,0
58,0
76,1
114,0
129,0
133,0
174,0
175,0
182,0
188,1
235,0
300,0
321,1
338,0
339,0
344,0
403,0
475,0
526,1
605,0
607,0
619,0
629,0
630,0
643,0
666,0
734,0
751,0
793,0
799,0
801,0
869,0
872,0
878,0
879,0
893,0
896,1
900,0
910,0
919,0
923,0
943,0
945,1
950,0
975,0
990,0
1023,0
1030,1
1035,0
1057,0
1058,0
1065,0
1070,0
1089,0
1125,0
1135,0
1136,0
1199,0
1202,0
1225,0
1331,0
1345,0
1349,0
1361,0
1370,0
1374,0
1375,0
1405,0
1422,0
1436,0
1443,0
1451,0
1460,0
1472,0
1483,0
1519,0
1531,1
1536,0
1558,0
1571,0
1575,0
1587,0
1614,0
1672,0
1693,0
1727,0
1732,0
1764,0
1804,0
1814,0
1825,1
1829,0
1844,0
1847,0
1851,0
1864,0
1874,0
1906,0
1913,0
1990,0
