worker,task,answer
0.0,2,0
0.0,3,0
0.0,4,1
0.0,6,0
0.0,8,1
0.0,9,0
0.0,10,1
0.0,11,0
0.0,12,0
0.0,14,0
0.0,15,0
0.0,20,1
0.0,23,1
0.0,24,1
0.0,27,1
0.0,29,0
0.0,32,0
0.0,34,0
0.0,36,0
0.0,38,0
0.0,39,1
0.0,40,1
0.0,41,1
0.0,48,1
1.0,0,1
1.0,7,1
1.0,9,0
1.0,10,0
1.0,11,1
1.0,12,0
1.0,13,0
1.0,17,1
1.0,18,0
1.0,20,1
1.0,21,1
1.0,23,0
1.0,25,0
1.0,27,1
1.0,28,1
1.0,29,0
1.0,31,0
1.0,33,0
1.0,34,1
1.0,35,1
1.0,36,0
1.0,37,1
1.0,39,1
1.0,40,0
1.0,41,1
1.0,43,1
1.0,44,0
1.0,48,1
1.0,49,1
2.0,2,1
2.0,3,1
2.0,4,0
2.0,6,1
2.0,7,1
2.0,8,0
2.0,10,0
2.0,12,0
2.0,16,1
2.0,17,1
2.0,19,1
2.0,22,1
2.0,23,1
2.0,24,0
2.0,28,1
2.0,29,1
2.0,31,1
2.0,34,0
2.0,35,0
2.0,36,1
2.0,39,1
2.0,45,1
2.0,47,0
3.0,0,1
3.0,2,1
3.0,3,1
3.0,5,0
3.0,6,1
3.0,8,0
3.0,9,1
3.0,10,1
3.0,11,1
3.0,12,1
3.0,14,1
3.0,17,0
3.0,19,1
3.0,20,1
3.0,21,0
3.0,24,0
3.0,26,1
3.0,27,1
3.0,28,1
3.0,29,1
3.0,30,0
3.0,31,0
3.0,32,1
3.0,33,0
3.0,38,0
3.0,43,1
3.0,45,1
3.0,46,0
3.0,47,0
3.0,48,0
3.0,49,0
4.0,1,0
4.0,2,1
4.0,7,1
4.0,8,1
4.0,10,0
4.0,12,1
4.0,13,1
4.0,14,1
4.0,15,0
4.0,16,0
4.0,20,0
4.0,23,1
4.0,24,0
4.0,26,0
4.0,32,0
4.0,34,0
4.0,35,1
4.0,37,1
4.0,38,0
4.0,40,0
4.0,41,1
4.0,42,1
4.0,44,1
