task,truth
18,0
32,0
41,0
50,0
68,0
69,0
100,1
117,1
131,0
133,0
149,0
190,0
205,0
226,0
234,0
309,0
313,0
319,0
329,0
339,0
340,0
344,0
349,1
387,1
392,0
406,0
423,0
473,0
492,0
495,0
502,0
517,0
528,0
553,0
560,0
580,0
589,1
596,0
644,0
658,0
733,0
748,1
749,1
779,0
795,0
807,0
810,0
871,0
918,0
948,0
954,0
1069,0
1080,0
1095,0
1120,0
1136,0
1144,1
1147,0
1155,1
1177,0
1182,0
1184,0
1193,0
1209,1
1297,0
1332,0
1365,0
1380,0
1394,1
1403,0
1421,0
1461,0
1472,0
1483,0
1486,0
1504,0
1538,0
1548,0
1596,1
1611,0
1617,0
1619,0
1661,0
1696,0
1728,0
1767,0
1783,0
1801,0
1819,0
1835,0
1856,0
1872,0
1874,0
1879,1
1882,0
1898,1
1910,0
1937,0
1972,0
1974,0
