task,truth
17,0
40,0
47,0
65,0
77,0
80,1
81,0
128,0
158,0
178,0
184,0
195,0
202,0
213,0
220,0
223,0
224,0
248,1
286,1
306,1
311,0
334,0
446,0
468,0
496,0
500,0
507,0
520,0
542,0
564,0
588,0
620,0
634,0
635,0
637,0
667,0
719,1
767,0
794,0
796,0
797,0
930,0
961,0
1003,0
1010,0
1038,1
1043,0
1057,0
1074,0
1133,0
1173,1
1196,0
1261,1
1273,0
1294,1
1314,0
1325,0
1345,0
1386,0
1395,0
1397,0
1402,0
1423,0
1427,0
1477,0
1485,0
1508,0
1525,0
1552,0
1554,0
1560,0
1571,0
1588,0
1602,1
1606,0
1627,0
1667,0
1700,0
1714,0
1733,0
1743,0
1748,0
1769,0
1778,0
1781,0
1789,1
1803,1
1816,0
1822,0
1832,0
1862,0
1867,0
1868,1
1905,1
1912,0
1920,0
1949,0
1966,0
1983,0
1992,0
