task,truth
35,0
36,0
49,0
87,0
101,1
102,0
110,0
130,0
142,0
155,0
157,0
161,0
204,0
219,0
294,0
301,0
302,1
321,1
322,0
326,0
353,0
362,0
390,0
395,0
432,0
435,1
458,0
466,0
475,0
482,1
483,0
504,0
511,0
545,0
549,0
552,0
611,0
615,0
624,0
673,0
676,0
692,0
701,0
737,0
743,0
745,0
772,0
830,0
832,0
837,0
847,0
883,0
922,0
935,0
941,0
959,0
982,0
991,0
998,0
1019,0
1051,0
1094,0
1096,0
1121,0
1127,0
1174,0
1185,0
1213,0
1225,0
1267,0
1270,0
1277,0
1303,1
1320,0
1334,0
1340,1
1358,0
1373,0
1382,0
1383,0
1387,0
1409,0
1436,0
1447,0
1451,0
1462,0
1470,0
1494,0
1518,0
1535,0
1555,0
1607,0
1609,0
1643,0
1657,0
1702,0
1757,0
1791,1
1881,0
1999,1
