task,truth
43,0
60,1
92,0
125,0
132,0
145,0
154,0
198,0
228,1
249,0
251,0
266,0
290,0
301,0
304,0
311,0
379,0
382,0
388,1
409,0
441,1
450,0
460,0
471,0
491,0
556,0
567,0
616,0
635,0
654,1
694,0
709,0
748,1
754,1
788,0
821,1
830,0
885,0
891,0
914,0
923,0
961,0
975,0
977,0
984,0
1032,1
1087,0
1092,0
1129,0
1130,0
1144,1
1167,0
1169,0
1207,0
1219,0
1223,0
1231,0
1251,0
1273,0
1303,1
1321,0
1324,0
1327,0
1349,0
1360,0
1361,0
1380,0
1384,0
1397,0
1411,0
1430,0
1459,0
1461,0
1464,0
1504,0
1514,0
1521,0
1546,1
1557,0
1579,0
1643,0
1652,0
1665,0
1681,0
1722,0
1742,0
1779,0
1787,0
1797,0
1803,1
1822,0
1855,0
1886,1
1889,1
1914,0
1922,0
1929,0
1932,0
1944,0
1984,0
