task,truth
26,0
51,0
52,1
63,0
64,0
72,0
87,0
137,0
138,0
179,1
202,0
205,0
210,0
223,0
230,0
245,0
295,0
298,0
328,0
329,0
341,0
354,0
355,0
393,0
395,0
403,0
419,0
446,0
453,0
481,0
482,1
508,0
534,0
536,0
562,0
563,1
585,0
588,0
621,0
630,0
667,0
680,0
698,0
714,0
751,0
820,0
825,0
829,0
832,0
850,0
875,0
899,0
906,0
969,0
1007,0
1008,0
1025,0
1047,0
1053,0
1064,0
1080,0
1084,0
1122,1
1151,0
1165,0
1201,0
1206,0
1246,1
1255,0
1258,0
1358,0
1401,0
1425,0
1445,0
1473,0
1500,0
1507,0
1515,0
1519,0
1539,0
1567,0
1571,0
1585,0
1593,0
1663,0
1673,0
1675,0
1705,0
1712,0
1740,0
1756,0
1775,0
1805,0
1812,0
1857,1
1868,1
1879,1
1906,0
1916,0
1969,0
