task,truth
10,0
21,0
34,0
42,0
69,0
104,0
106,1
177,1
181,0
186,0
258,0
261,0
269,0
286,1
293,0
360,0
402,0
415,0
447,0
452,0
455,0
457,0
470,0
558,0
566,0
587,0
602,0
607,0
609,0
632,0
651,0
705,0
708,0
721,0
735,0
758,0
781,0
793,0
838,0
864,0
894,0
941,0
943,0
951,0
957,0
965,0
978,0
1030,1
1041,0
1058,0
1067,0
1089,0
1093,0
1109,0
1114,0
1128,0
1160,0
1184,0
1187,1
1200,0
1210,0
1212,0
1218,0
1249,0
1259,0
1271,1
1284,0
1286,1
1291,0
1312,0
1313,0
1316,0
1332,0
1357,0
1392,0
1406,0
1412,1
1448,0
1522,0
1562,0
1595,0
1598,0
1606,0
1613,0
1617,0
1636,0
1638,0
1677,0
1683,0
1706,0
1726,1
1749,0
1842,0
1844,0
1854,0
1858,0
1869,0
1897,0
1945,0
1963,0
