worker,value
0,0.540550210137509
1,0.8048712444547227
2,0.5886359600984952
3,0.4970338633698616
4,0.3732521136004442
5,0.5534334494024985
6,0.4899148530940153
7,0.6891390682071168
8,0.5361262977411478
9,0.7117094697235006
10,0.5048232168697647
11,0.739752144018502
12,0.8157828138534253
13,0.5351551833138205
14,0.6475758432644116
15,0.43589855466133337
16,0.5747175200276642
17,0.5186687175382544
18,0.7137613241025569
19,0.5820043855389339
20,0.5288743330119494
21,0.735983303079453
22,0.6248377651154096
23,0.44193486368586643
24,0.4757516666707233
25,0.6062630615282271
26,0.5352905838212767
27,0.6613959097032853
28,0.6031492860984519
29,0.6663364060188757
30,0.5606508377608239
31,0.5441389576065906
32,0.6043723180412477
33,0.49647626405520817
34,0.764859726599858
35,0.5427941452941133
36,0.418411521721038
37,0.6522184988371668
38,0.7333550753387768
39,0.37335652679561226
40,0.5402555209307471
41,0.48949653559040307
42,0.5479919410568131
43,0.5087398948369006
44,0.5545001812807387
45,0.5643512660120635
46,0.49238085141078974
47,0.5239710986175733
48,0.5729119167743538
49,0.6112900909667094
50,0.5890034867567722
51,0.5041198757184553
52,0.8495120233771873
53,0.6215897892243475
54,0.6412117286149395
55,0.5530968568810689
56,0.6458513353809491
57,0.573075375029447
58,0.7348355613391528
59,0.4533937804378194
60,0.5030579289620101
61,0.738468067059874
62,0.3456813357059802
63,0.3683742872857066
64,0.6556536276654241
65,0.6002363922456462
66,0.6612365875774254
67,0.5849753940328807
68,0.5321860812876407
69,0.5369722875697567
70,0.4145367837826083
71,0.6554681324865496
72,0.5595229972201881
73,0.6519775597631338
74,0.6739143863872987
75,0.7966788413925461
76,0.6159378238492025
77,0.5542657215396778
78,0.6894584147501236
79,0.5870067970390632
80,0.5222943206243055
81,0.693287179548069
82,0.5214869876030821
83,0.6996607965681589
84,0.7159923477521004
85,0.5375913248793395
86,0.8344029918918483
87,0.5554153115655346
88,0.5806687165988602
89,0.5687417175167022
90,0.6156433197236315
91,0.598179897626565
92,0.7320625060272925
93,0.5005385529539966
94,0.5673134398171258
95,0.6929514408163331
96,0.5176673438580364
97,0.5939469127480623
98,0.5148556942754746
99,0.6100897914027921
100,0.809478468207188
101,0.5221363065847242
102,0.5568302754096833
103,0.7395853942532049
104,0.5897740410733873
105,0.6002202298526753
106,0.6968206679084097
107,0.6704594112243891
108,0.5305914957424755
109,0.4471096430224194
110,0.7012812985449625
111,0.42651533687767895
112,0.6236079689392103
113,0.6940565445685831
114,0.5855238639077723
115,0.549813894212094
116,0.759903294109289
117,0.7682143077049026
118,0.7290418878342181
119,0.5253292536507341
120,0.4693789633339387
121,0.7787162280467779
122,0.4322619767957493
123,0.6838506737003971
124,0.5910923501042965
125,0.5715894434795167
126,0.5876356757915048
127,0.5861063069678932
128,0.5023175960883509
129,0.5178613438563497
130,0.5260602939163541
131,0.5845437162757897
132,0.564483377868758
133,0.5122567391761461
134,0.4982216732314161
135,0.5462288992725746
136,0.5033646541633509
137,0.4246237181984386
138,0.7654532113215304
139,0.5292983752886262
140,0.5643084504835405
141,0.4434708591351607
142,0.571074168229444
143,0.8121007805462824
144,0.8346519167414372
145,0.5476553834534238
146,0.5919557732011707
147,0.6945675445466333
148,0.6710691711443731
149,0.6620628205742479
