task,truth
6,0
28,0
65,0
70,0
76,1
84,0
109,0
136,0
148,0
160,0
163,0
184,0
186,0
272,0
277,0
285,0
294,0
324,0
326,0
329,0
335,0
389,0
405,1
408,0
417,0
429,0
432,0
439,0
453,0
460,0
474,0
481,0
489,0
530,0
533,0
539,0
562,0
573,0
574,0
643,0
687,1
717,0
736,0
749,1
815,1
847,0
870,0
874,1
888,0
924,0
929,0
948,0
954,0
1035,0
1058,0
1087,0
1089,0
1093,0
1110,0
1149,0
1164,0
1166,0
1184,0
1204,0
1236,0
1248,1
1285,0
1306,1
1318,0
1357,0
1358,0
1426,1
1475,0
1525,0
1531,1
1579,0
1604,0
1624,0
1627,0
1630,0
1686,0
1695,0
1703,0
1745,0
1769,0
1791,1
1793,0
1803,1
1806,0
1808,0
1842,0
1848,0
1850,0
1853,0
1903,0
1911,0
1924,1
1963,0
1995,1
1999,1
