task,truth
40,0
50,0
77,0
89,0
99,0
123,1
132,0
219,0
247,0
286,1
313,0
342,0
359,0
365,0
366,0
388,1
403,0
437,0
470,0
520,0
525,0
537,0
584,0
599,1
631,0
637,0
640,0
655,0
663,0
690,0
724,0
748,1
750,1
755,0
761,0
798,0
846,0
861,0
877,0
896,1
900,0
922,0
926,0
930,0
933,0
943,0
971,0
979,0
1015,0
1017,1
1032,1
1070,0
1081,0
1137,0
1148,0
1151,0
1158,1
1169,0
1170,1
1200,0
1223,0
1232,0
1269,0
1300,1
1349,0
1360,0
1375,0
1401,0
1405,0
1413,0
1414,0
1445,0
1493,0
1517,1
1534,0
1548,0
1556,0
1559,0
1569,0
1570,0
1629,0
1633,0
1636,0
1690,0
1717,0
1720,0
1748,0
1754,1
1758,0
1829,0
1837,1
1841,0
1870,0
1887,1
1901,0
1910,0
1928,0
1946,0
1955,0
1982,0
