task,truth
0,0
2,0
17,0
38,0
53,0
120,0
161,0
172,0
181,0
183,0
200,0
234,0
282,0
290,0
295,0
314,0
318,0
322,0
352,0
361,0
381,0
450,0
480,0
494,0
495,0
502,0
519,0
522,0
542,0
550,0
566,0
583,0
618,0
638,0
654,1
674,0
675,0
679,0
716,0
725,0
726,0
731,1
738,0
754,1
781,0
805,0
810,0
826,0
842,0
889,0
911,0
921,0
961,0
1006,0
1018,1
1048,0
1059,0
1066,0
1077,0
1105,0
1136,0
1146,0
1159,0
1180,0
1193,0
1208,0
1235,0
1256,0
1264,0
1268,0
1284,0
1294,1
1297,0
1302,0
1325,0
1365,0
1385,0
1410,0
1460,0
1478,0
1483,0
1504,0
1508,0
1515,0
1530,0
1599,0
1639,0
1646,0
1651,0
1677,0
1684,0
1689,0
1869,0
1875,1
1890,0
1918,0
1929,0
1930,0
1940,0
1944,0
