task,truth
34,0
36,0
45,0
106,1
108,0
133,0
164,0
173,0
180,0
195,0
208,0
213,0
233,1
327,0
347,0
367,0
374,0
396,0
400,0
413,0
444,1
446,0
452,0
458,0
472,0
501,0
508,0
511,0
517,0
589,1
600,0
626,0
661,0
669,0
680,0
682,0
698,0
745,0
769,0
775,1
813,0
848,0
852,0
975,0
997,0
1001,0
1010,0
1050,0
1057,0
1086,0
1135,0
1140,0
1141,0
1153,0
1173,1
1181,0
1185,0
1195,0
1203,1
1255,0
1266,1
1267,0
1310,0
1313,0
1335,0
1338,0
1341,1
1353,1
1379,0
1424,0
1439,0
1441,0
1443,0
1451,0
1455,1
1459,0
1490,0
1550,0
1590,0
1615,0
1617,0
1619,0
1649,0
1668,0
1673,0
1680,0
1716,1
1729,1
1736,0
1776,0
1778,0
1787,0
1794,0
1824,0
1835,0
1866,0
1876,0
1902,0
1906,0
1943,0
