task,truth
8,0
22,0
32,0
86,0
88,0
102,0
128,0
168,1
235,0
249,0
254,0
268,0
270,0
289,0
299,1
304,0
305,0
316,1
338,0
416,0
421,0
477,0
490,0
538,0
540,0
541,0
567,0
569,1
577,0
586,1
621,0
625,0
635,0
648,0
664,0
670,0
672,0
677,0
683,0
686,0
780,0
784,0
797,0
827,0
839,0
869,0
873,0
884,0
892,0
895,0
898,0
928,0
981,0
991,0
1068,0
1121,0
1152,0
1163,0
1171,0
1199,0
1241,0
1270,0
1278,0
1309,0
1328,0
1339,0
1359,0
1370,0
1372,0
1374,0
1380,0
1382,0
1383,0
1433,0
1436,0
1447,0
1487,0
1498,0
1499,0
1505,0
1539,0
1560,0
1576,0
1583,0
1597,0
1616,0
1643,0
1696,0
1725,0
1749,0
1756,0
1796,0
1812,0
1888,0
1897,0
1931,0
1966,0
1976,1
1980,1
1984,0
