worker,task,answer
A2AU1R4ZU1ZJ1A,403,0
A2AU1R4ZU1ZJ1A,939,1
A2U3GIFZQ60NZC,1729,1
AMRVOX9QGBGH9,1388,0
A11SLRXUNTJBJN,1241,0
A11SLRXUNTJBJN,917,0
A3HB574VTU7ZFQ,1799,0
A3QYFK401W415E,1782,1
A2FEWUJ2HG2POI,1081,0
A2YTQZXX709TKL,17,0
A1WIF4O1JVKM19,110,0
A3OVORVFL0XDTW,1217,0
A2AU1R4ZU1ZJ1A,387,0
A2DULTV0RVMIN4,1877,1
A1WCS9A1G451ET,283,0
A11SLRXUNTJBJN,1838,0
A11SLRXUNTJBJN,1104,0
A1KHK2C32M9BER,1504,0
A11SLRXUNTJBJN,1111,0
A2AU1R4ZU1ZJ1A,1808,0
A2YTQZXX709TKL,97,0
A2VLOL5DA4M2T1,1322,0
A2CGWHQ96BMD4R,1742,0
A2AU1R4ZU1ZJ1A,1742,0
A2CGWHQ96BMD4R,1258,0
A2VLOL5DA4M2T1,1729,1
A2AU1R4ZU1ZJ1A,1241,0
A2AU1R4ZU1ZJ1A,917,0
A11SLRXUNTJBJN,1217,0
AS52W5HOMKHLU,997,0
A9D14MQC5R919,499,1
A2AU1R4ZU1ZJ1A,1111,1
A11SLRXUNTJBJN,1808,0
A1K96S33FDRUJW,1497,0
AWAFCJJRHVAJJ,1877,1
A2AU1R4ZU1ZJ1A,210,0
A1PX8UYPRGZCO9,181,1
AWAFCJJRHVAJJ,80,1
A1Z61FGSEBPA6D,700,0
A2T9GONQRQRCDA,1169,0
A8973OC7HM3Y6,1678,1
A2AU1R4ZU1ZJ1A,1729,1
A29P6OAGAIY5B7,135,1
AS52W5HOMKHLU,1838,0
AS52W5HOMKHLU,1104,0
A2AU1R4ZU1ZJ1A,535,1
A2J853TSTRPTX7,1497,0
A3GJG5WDSBJDF9,1217,0
AWAFCJJRHVAJJ,1169,0
AWAFCJJRHVAJJ,1558,0
A2VLOL5DA4M2T1,1348,0
A29P6OAGAIY5B7,1833,1
A29P6OAGAIY5B7,798,1
A2VLOL5DA4M2T1,1489,1
AWAFCJJRHVAJJ,1560,0
A2VLOL5DA4M2T1,181,0
A1K96S33FDRUJW,1732,0
A2ZSRG20LC3J0C,1489,1
A8973OC7HM3Y6,1489,0
A2AU1R4ZU1ZJ1A,1838,1
A2AU1R4ZU1ZJ1A,1104,0
A2AU1R4ZU1ZJ1A,1852,1
AS52W5HOMKHLU,1750,0
A2ZSRG20LC3J0C,1361,0
A2ZSRG20LC3J0C,1978,0
A11M3WJ9A9KH6A,110,0
AS52W5HOMKHLU,403,0
AS52W5HOMKHLU,939,0
A2AU1R4ZU1ZJ1A,1479,1
A1PX8UYPRGZCO9,1361,0
A1PX8UYPRGZCO9,1978,0
A17IODKSQ97YC5,132,0
A2ZSRG20LC3J0C,700,0
A3GXLUKX0QLSJG,132,0
A2VLOL5DA4M2T1,1497,0
A11M3WJ9A9KH6A,133,0
A11M3WJ9A9KH6A,1548,0
A1K96S33FDRUJW,1504,0
A1Z61FGSEBPA6D,1678,1
A2AU1R4ZU1ZJ1A,1749,1
AWAFCJJRHVAJJ,535,0
A11M3WJ9A9KH6A,1298,0
AOCJFXTIP7H3A,234,1
A11SLRXUNTJBJN,283,0
AS52W5HOMKHLU,80,1
A1K96S33FDRUJW,219,0
A23HU633Q6EQCN,283,1
AWAFCJJRHVAJJ,133,0
AWAFCJJRHVAJJ,1548,0
AOCJFXTIP7H3A,358,1
AWAFCJJRHVAJJ,1081,0
AS52W5HOMKHLU,1799,0
A1PX8UYPRGZCO9,1256,0
A1K96S33FDRUJW,173,1
