task,truth
4,0
32,0
46,0
90,0
155,0
157,0
159,1
173,0
188,1
215,0
237,0
283,0
296,0
319,0
337,0
352,0
360,0
385,0
408,0
413,0
429,0
435,1
443,0
476,0
485,1
507,0
564,0
600,0
608,0
625,0
627,0
667,0
674,0
675,0
676,0
704,0
712,0
726,0
761,0
767,0
811,0
895,0
896,1
926,0
927,0
948,0
964,0
994,0
1006,0
1055,0
1058,0
1124,0
1141,0
1167,0
1211,0
1249,0
1272,0
1278,0
1281,0
1289,1
1293,0
1307,0
1313,0
1318,0
1322,0
1332,0
1390,0
1392,0
1417,0
1448,0
1455,1
1473,0
1492,0
1496,1
1528,0
1534,0
1547,0
1588,0
1590,0
1615,0
1628,0
1661,0
1675,0
1685,1
1702,0
1704,0
1730,0
1761,0
1785,0
1787,0
1807,0
1844,0
1872,0
1874,0
1878,0
1882,0
1896,1
1918,0
1921,0
1943,0
