task,truth
0,0
26,0
30,0
43,0
60,1
69,0
72,0
75,0
158,0
160,0
162,0
181,0
194,0
209,0
223,0
278,0
287,0
322,0
336,0
346,0
351,0
373,0
459,1
463,0
467,0
479,0
482,1
538,0
548,0
567,0
581,0
596,0
599,1
607,0
638,0
664,0
672,0
711,0
742,0
801,0
805,0
808,1
873,0
892,0
897,0
911,0
913,0
931,0
954,0
979,0
985,1
988,1
996,0
1001,0
1030,1
1036,0
1041,0
1044,0
1126,0
1146,0
1188,0
1189,0
1220,1
1255,0
1297,0
1308,0
1329,1
1333,0
1338,0
1360,0
1368,1
1404,1
1407,0
1408,0
1497,0
1498,0
1501,0
1512,0
1514,0
1530,0
1562,0
1612,0
1646,0
1672,0
1681,0
1688,0
1720,0
1726,1
1758,0
1775,0
1821,0
1823,1
1901,0
1919,0
1929,0
1931,0
1959,0
1963,0
1987,0
1991,0
