worker,value
0,0.5302783237121698
1,0.4645259242744416
2,0.7379472928611548
3,0.5672228426195186
4,0.6268739328756203
5,0.4566517801380032
6,0.5295865131401655
7,0.7997856943969459
8,0.6764267957019668
9,0.5912089930981308
10,0.3421843148664156
11,0.6711033697584772
12,0.6608599367524621
13,0.5936082273981746
14,0.7662902644078028
15,0.6081398634818355
16,0.6565721604665655
17,0.4996226912544601
18,0.6208171158340036
19,0.5091492450848971
20,0.6086457993542428
21,0.389473886299209
22,0.5570319941342178
23,0.6438123860772986
24,0.6463623301637743
25,0.6840818870591437
26,0.566861101348734
27,0.7012049876788051
28,0.5658647088785036
29,0.6124740668106172
30,0.8121484523658699
31,0.5663156054305543
32,0.6594161443662283
33,0.7435319095626435
34,0.5193705646105709
35,0.7028207470618322
36,0.5129162663503363
37,0.6209476533040039
38,0.7239339499133735
39,0.5935749866180341
40,0.5948604225611487
41,0.502108094315763
42,0.5378891804727063
43,0.6838844209839066
44,0.6496740792683016
45,0.7062150919119976
46,0.8219383346322406
47,0.4975163347432621
48,0.5128423197429811
49,0.5631259656249575
