worker,task,answer
2.0,10,0
2.0,15,1
2.0,17,0
2.0,20,1
2.0,22,0
2.0,26,0
2.0,27,0
2.0,33,0
2.0,34,0
2.0,35,1
2.0,37,1
2.0,41,1
2.0,44,0
2.0,45,0
2.0,49,1
3.0,2,1
3.0,3,1
3.0,8,0
3.0,9,1
3.0,11,1
3.0,15,1
3.0,19,0
3.0,21,1
3.0,31,1
3.0,36,1
3.0,37,1
3.0,38,0
3.0,43,1
4.0,1,1
4.0,10,1
4.0,26,1
4.0,29,1
4.0,35,0
4.0,43,0
4.0,44,0
4.0,48,1
6.0,1,0
6.0,3,1
6.0,6,0
6.0,7,0
6.0,20,0
6.0,24,0
6.0,30,1
6.0,31,1
6.0,42,0
6.0,45,1
7.0,2,1
7.0,13,0
7.0,18,1
7.0,24,1
7.0,25,0
7.0,36,1
7.0,41,1
7.0,43,1
8.0,1,1
8.0,9,1
8.0,27,0
8.0,29,1
8.0,43,1
8.0,45,1
8.0,46,1
9.0,0,1
9.0,1,1
9.0,3,1
9.0,6,0
9.0,15,1
9.0,24,0
9.0,28,0
9.0,31,1
9.0,37,0
9.0,38,1
9.0,41,1
9.0,42,0
9.0,43,1
11.0,0,0
11.0,6,0
11.0,23,0
11.0,25,0
11.0,27,1
11.0,28,0
11.0,31,1
11.0,46,1
12.0,0,1
12.0,1,1
12.0,6,0
12.0,11,1
12.0,16,0
12.0,29,0
12.0,30,1
12.0,32,0
12.0,45,1
14.0,3,0
14.0,6,1
14.0,8,0
14.0,9,0
14.0,11,1
14.0,13,0
14.0,14,1
14.0,17,1
14.0,19,1
14.0,22,1
14.0,33,0
14.0,47,0
24.0,3,1
24.0,5,1
24.0,6,1
24.0,10,1
24.0,11,1
24.0,13,1
24.0,21,0
24.0,26,1
24.0,37,1
24.0,38,0
30.0,0,0
30.0,1,0
30.0,10,0
30.0,11,0
30.0,12,0
30.0,22,1
30.0,23,1
30.0,30,0
30.0,35,0
30.0,36,1
30.0,39,0
30.0,41,1
30.0,43,1
30.0,46,1
31.0,1,1
31.0,6,1
31.0,12,0
31.0,13,0
31.0,25,1
31.0,32,0
31.0,36,1
31.0,38,0
31.0,48,0
31.0,49,0
33.0,1,1
33.0,2,0
33.0,13,1
33.0,15,1
33.0,21,0
33.0,22,1
33.0,25,0
33.0,47,0
41.0,0,0
41.0,4,0
41.0,5,0
41.0,8,1
41.0,9,1
41.0,10,1
41.0,23,1
41.0,33,1
41.0,36,1
41.0,37,0
41.0,40,0
41.0,46,1
41.0,48,0
42.0,3,1
42.0,7,0
42.0,13,0
