worker,task,answer
4.0,0,1
4.0,2,0
4.0,8,0
4.0,11,1
4.0,12,0
4.0,13,1
4.0,17,1
4.0,26,1
4.0,27,0
4.0,32,0
4.0,40,1
4.0,44,0
4.0,45,0
8.0,4,1
8.0,15,1
8.0,16,0
8.0,19,0
8.0,20,1
8.0,23,1
8.0,32,1
8.0,36,0
8.0,48,0
14.0,2,1
14.0,4,1
14.0,5,0
14.0,13,1
14.0,17,1
14.0,19,0
14.0,23,1
14.0,37,1
14.0,43,0
14.0,45,0
14.0,49,1
22.0,8,0
22.0,16,0
22.0,24,1
22.0,35,1
22.0,41,0
22.0,45,1
25.0,2,1
25.0,4,0
25.0,18,0
25.0,34,0
25.0,35,0
25.0,43,0
25.0,47,0
25.0,49,0
26.0,2,1
26.0,4,1
26.0,8,1
26.0,9,1
26.0,21,1
26.0,23,1
26.0,24,1
26.0,25,0
26.0,27,0
26.0,31,0
26.0,33,0
26.0,38,1
26.0,43,1
26.0,45,1
26.0,48,1
27.0,3,1
27.0,6,1
27.0,7,0
27.0,8,0
27.0,12,1
27.0,18,0
27.0,23,1
27.0,31,0
27.0,34,0
27.0,37,0
27.0,43,0
27.0,44,0
27.0,45,1
27.0,47,0
27.0,49,0
33.0,6,1
33.0,7,1
33.0,10,1
33.0,16,0
33.0,18,1
33.0,20,1
33.0,23,0
33.0,26,1
33.0,30,1
33.0,42,0
34.0,12,1
34.0,17,1
34.0,18,1
34.0,19,1
34.0,25,0
34.0,30,0
34.0,32,0
34.0,47,1
40.0,4,1
40.0,12,1
40.0,28,0
40.0,32,0
40.0,43,0
40.0,46,1
40.0,47,1
42.0,1,0
42.0,9,0
42.0,10,0
42.0,11,1
42.0,12,1
42.0,14,0
42.0,19,0
42.0,20,1
42.0,22,0
42.0,23,0
42.0,27,0
42.0,29,1
42.0,30,0
42.0,37,0
42.0,39,1
42.0,44,0
44.0,1,0
44.0,2,0
44.0,10,0
44.0,13,0
44.0,15,0
44.0,18,0
44.0,26,1
44.0,35,1
44.0,40,1
44.0,41,0
44.0,45,0
47.0,1,0
47.0,2,0
47.0,4,1
47.0,5,0
47.0,8,1
47.0,10,0
47.0,13,1
47.0,14,1
47.0,22,0
47.0,27,1
47.0,34,0
47.0,36,0
47.0,41,0
47.0,44,0
55.0,9,1
55.0,10,0
55.0,20,1
55.0,25,1
55.0,27,1
55.0,34,1
55.0,35,0
55.0,36,0
55.0,39,0
55.0,42,1
55.0,43,1
61.0,15,1
61.0,17,0
61.0,19,0
61.0,35,0
61.0,40,0
61.0,44,0
61.0,49,0
84.0,1,0
84.0,3,1
84.0,8,1
84.0,12,1
84.0,25,1
84.0,27,1
84.0,29,0
84.0,31,1
84.0,38,0
84.0,39,0
84.0,46,1
84.0,48,0
85.0,2,0
85.0,33,0
85.0,35,1
85.0,40,0
86.0,19,0
86.0,22,0
86.0,25,0
86.0,31,0
86.0,33,1
86.0,39,1
86.0,46,1
86.0,49,0
96.0,3,0
96.0,9,0
96.0,16,1
96.0,22,1
96.0,26,1
96.0,27,0
96.0,39,0
96.0,41,0
96.0,43,1
100.0,3,1
100.0,14,0
100.0,20,0
100.0,22,1
100.0,23,0
100.0,27,0
100.0,29,1
100.0,34,0
100.0,37,0
100.0,38,1
103.0,3,0
103.0,7,0
103.0,8,0
103.0,11,1
103.0,14,1
103.0,16,0
103.0,18,1
103.0,26,0
103.0,28,1
103.0,39,0
108.0,3,0
108.0,10,1
108.0,22,0
108.0,28,1
108.0,29,0
108.0,33,1
108.0,41,1
108.0,48,1
108.0,49,1
109.0,9,0
109.0,20,0
109.0,26,0
109.0,28,0
109.0,39,0
109.0,41,0
109.0,45,0
111.0,9,1
111.0,15,0
111.0,18,0
111.0,24,0
111.0,31,0
111.0,36,0
111.0,45,0
113.0,6,1
113.0,10,1
113.0,24,0
113.0,25,1
113.0,26,0
113.0,28,1
113.0,32,0
113.0,34,0
113.0,43,1
113.0,48,1
117.0,1,0
117.0,2,1
117.0,8,0
117.0,29,1
117.0,31,1
117.0,32,1
117.0,34,0
117.0,41,1
117.0,43,0
117.0,48,1
118.0,3,0
118.0,6,0
118.0,18,1
118.0,22,0
118.0,24,0
118.0,26,1
118.0,30,1
118.0,39,1
118.0,46,0
118.0,47,0
121.0,3,0
121.0,11,1
121.0,20,1
121.0,26,0
121.0,31,1
121.0,36,1
121.0,37,0
121.0,38,1
123.0,16,0
123.0,17,0
123.0,24,0
123.0,25,1
123.0,29,1
123.0,32,1
123.0,35,0
123.0,44,1
123.0,45,1
131.0,3,1
131.0,15,1
131.0,18,1
131.0,31,1
131.0,38,1
131.0,39,1
131.0,40,1
131.0,41,0
131.0,43,0
132.0,3,1
132.0,5,0
132.0,9,1
132.0,11,1
132.0,12,1
132.0,23,0
132.0,25,0
132.0,28,1
132.0,35,1
132.0,40,1
132.0,44,0
132.0,45,1
134.0,6,0
134.0,8,1
134.0,9,1
134.0,22,1
134.0,37,1
134.0,43,0
134.0,44,1
134.0,47,1
134.0,48,0
137.0,3,0
137.0,9,0
137.0,16,0
137.0,22,0
137.0,25,1
137.0,27,1
137.0,29,1
137.0,33,1
137.0,35,0
137.0,36,0
137.0,41,0
137.0,45,1
143.0,4,0
143.0,5,0
143.0,27,1
143.0,28,0
143.0,32,0
143.0,36,0
143.0,42,1
148.0,0,0
148.0,2,1
148.0,17,0
148.0,18,1
148.0,20,0
148.0,21,1
148.0,24,1
148.0,28,1
148.0,46,1
150.0,0,0
150.0,7,0
150.0,17,1
150.0,18,1
150.0,22,0
150.0,23,1
150.0,31,1
150.0,33,1
150.0,34,0
150.0,38,1
150.0,42,1
150.0,47,1
151.0,0,1
151.0,4,1
151.0,7,1
151.0,11,1
151.0,12,1
151.0,15,1
151.0,20,0
151.0,21,1
151.0,31,1
151.0,32,0
151.0,45,1
156.0,1,0
156.0,18,0
156.0,20,1
156.0,21,1
156.0,28,1
156.0,30,0
156.0,36,0
156.0,43,0
156.0,44,1
156.0,45,1
156.0,47,1
156.0,49,1
159.0,0,1
159.0,2,0
159.0,11,1
159.0,20,1
159.0,27,1
159.0,38,0
163.0,6,0
163.0,7,0
163.0,8,1
163.0,10,0
163.0,12,1
163.0,14,1
163.0,17,1
163.0,18,1
163.0,24,0
163.0,29,1
163.0,35,0
163.0,44,1
163.0,46,1
163.0,47,1
166.0,1,1
166.0,5,1
166.0,9,0
166.0,12,1
166.0,22,1
166.0,26,1
166.0,30,0
166.0,31,1
166.0,41,1
166.0,45,1
166.0,46,0
167.0,4,1
167.0,9,1
167.0,13,0
167.0,17,1
167.0,26,0
167.0,28,0
167.0,30,1
167.0,32,1
167.0,39,0
167.0,47,0
167.0,48,1
168.0,1,1
168.0,2,0
168.0,3,0
168.0,4,1
168.0,9,1
168.0,14,1
168.0,19,1
168.0,22,1
168.0,23,0
168.0,27,0
168.0,42,0
168.0,48,0
168.0,49,1
171.0,8,1
171.0,9,1
171.0,10,1
171.0,12,1
171.0,18,1
171.0,30,0
171.0,32,1
171.0,35,0
171.0,38,1
171.0,46,1
171.0,47,1
173.0,5,1
173.0,11,1
173.0,13,1
173.0,14,0
173.0,17,1
173.0,22,0
173.0,23,1
173.0,29,0
173.0,34,1
173.0,44,0
173.0,48,1
174.0,5,0
174.0,22,0
174.0,27,1
174.0,29,1
174.0,41,1
174.0,43,1
176.0,1,0
176.0,6,0
176.0,13,0
176.0,15,0
176.0,21,0
176.0,23,1
176.0,24,1
176.0,31,0
176.0,34,0
176.0,36,0
176.0,38,0
177.0,7,1
177.0,9,0
177.0,16,0
177.0,21,1
177.0,28,0
177.0,34,0
177.0,40,0
177.0,41,0
177.0,43,0
177.0,46,0
177.0,47,1
177.0,48,1
193.0,11,1
193.0,20,1
193.0,21,0
193.0,28,0
193.0,32,0
193.0,34,0
193.0,36,0
193.0,37,0
193.0,39,1
193.0,42,0
197.0,0,0
197.0,4,1
197.0,18,1
197.0,23,1
197.0,31,1
197.0,34,0
197.0,35,0
197.0,38,0
197.0,39,1
197.0,43,0
197.0,45,1
197.0,47,1
198.0,14,1
198.0,15,1
198.0,16,0
198.0,17,0
