task,truth
14,0
23,1
39,0
52,1
71,0
116,0
121,0
159,1
228,1
238,0
315,0
319,0
329,0
347,0
351,0
356,0
423,0
441,1
456,0
482,1
526,1
534,0
549,0
721,0
735,0
864,0
905,0
918,0
939,0
967,0
1009,0
1102,0
1117,0
1208,0
1254,0
1285,0
1298,0
1311,0
1313,0
1401,0
1440,0
1465,0
1547,0
1591,0
1598,0
1622,1
1650,0
1665,0
1671,0
1706,0
1737,0
1810,0
1860,0
1937,0
1943,0
1947,0
1966,0
1971,0
1973,0
1975,0
2020,0
2024,0
2039,1
2076,0
2080,0
2127,0
2129,0
2176,0
2196,0
2218,0
2229,0
2261,0
2273,0
2280,0
2298,0
2322,0
2369,0
2379,0
2382,0
2437,0
2496,0
2517,0
2555,0
2592,0
2611,0
2781,0
2816,0
2827,0
2912,0
2929,0
2939,0
2944,0
3029,0
3037,0
3091,0
3144,0
3162,0
3191,0
3283,0
3304,0
3306,0
3321,0
3338,0
3346,0
3357,0
3380,0
3384,0
3386,1
3439,0
3509,1
3532,0
3551,0
3559,0
3568,0
3570,0
3595,0
3601,0
3624,0
3647,0
3649,0
3702,0
3703,1
3715,0
3717,0
3732,0
3763,1
3797,0
3877,0
3912,0
3949,1
3982,0
3992,0
4109,1
4114,0
4139,0
4166,0
4188,0
4216,0
4227,1
4233,0
4240,0
4268,0
4287,0
4292,0
4312,0
4328,0
4410,0
4437,0
4453,0
4477,0
