task,truth
13,1
34,0
72,0
95,0
96,0
116,0
132,0
136,0
137,0
159,1
171,0
175,0
178,0
195,0
213,0
223,0
241,0
249,0
285,0
301,0
310,1
326,0
354,0
378,0
395,0
402,0
409,0
536,0
542,0
562,0
592,0
600,0
611,0
612,0
652,0
679,0
681,0
712,0
764,0
775,1
784,0
785,0
791,0
811,0
856,1
876,0
889,0
918,0
920,0
926,0
953,0
966,1
970,0
1006,0
1011,0
1024,0
1047,0
1064,0
1108,0
1132,0
1137,0
1171,0
1175,1
1182,0
1187,1
1227,0
1230,0
1244,0
1264,0
1280,0
1289,1
1291,0
1394,1
1416,0
1471,0
1484,0
1488,0
1489,1
1503,0
1510,0
1516,0
1518,0
1538,0
1544,1
1546,1
1555,0
1570,0
1624,0
1650,0
1667,0
1685,1
1696,0
1771,0
1791,1
1813,0
1825,1
1855,0
1930,0
1981,0
1998,0
