task,truth
78,1
117,1
166,0
188,1
196,0
197,0
207,1
218,0
220,0
221,0
253,0
273,0
399,0
401,0
461,0
485,1
512,0
540,0
569,1
600,0
604,0
632,0
640,0
667,0
677,0
697,0
709,0
729,0
746,0
871,0
896,1
910,0
999,0
1007,0
1055,0
1070,0
1103,1
1160,0
1177,0
1180,0
1322,0
1358,0
1423,0
1432,0
1451,0
1458,0
1460,0
1470,0
1481,1
1653,0
1684,0
1698,0
1754,1
1773,1
1792,0
1955,0
1978,0
2031,0
2088,0
2092,0
2164,0
2241,0
2245,0
2279,0
2292,0
2293,0
2314,0
2317,0
2319,0
2384,0
2385,0
2386,0
2387,0
2445,0
2450,0
2454,1
2476,0
2542,0
2570,0
2604,0
2612,0
2623,0
2734,0
2773,0
2785,0
2821,0
2833,0
2866,0
2867,0
2879,0
2956,0
2958,0
2963,0
3014,0
3025,0
3074,0
3141,0
3158,0
3165,0
3180,0
3201,0
3218,0
3225,1
3245,0
3246,0
3260,0
3264,1
3265,0
3327,0
3337,0
3339,0
3391,0
3413,0
3414,1
3492,0
3494,0
3514,0
3530,0
3618,0
3638,0
3696,0
3708,0
3733,0
3787,0
3867,1
3876,0
3916,0
3946,0
3961,0
3967,0
3983,0
4003,0
4075,0
4088,0
4111,0
4121,0
4159,0
4164,0
4167,0
4183,0
4272,0
4298,0
4343,1
4386,0
4387,0
4428,0
4442,0
4479,0
4480,0
4498,0
