task,truth
18,0
81,0
92,0
93,0
99,0
113,0
133,0
154,0
160,0
312,0
317,0
326,0
384,0
464,0
476,0
502,0
514,1
525,0
625,0
636,0
642,0
670,0
701,0
770,1
820,0
838,0
840,0
906,0
968,0
1040,1
1059,0
1164,0
1188,0
1190,0
1196,0
1222,0
1350,0
1369,0
1377,0
1387,0
1469,1
1569,0
1612,0
1629,0
1632,1
1734,0
1747,0
1778,0
1814,0
1836,0
1854,0
1867,0
1883,0
1899,0
1909,0
1933,0
1974,0
1986,0
2005,0
2035,0
2056,1
2062,0
2066,0
2101,0
2124,0
2203,0
2205,0
2238,0
2247,0
2262,0
2326,0
2327,0
2367,0
2452,0
2477,1
2495,0
2509,0
2550,0
2581,0
2603,0
2627,0
2646,0
2680,1
2704,1
2714,0
2733,1
2735,0
2749,0
2807,0
2822,0
2834,0
2839,0
2847,0
2865,0
2877,0
2882,0
2894,0
2988,1
2997,1
3009,0
3022,0
3058,0
3155,0
3219,0
3300,1
3311,0
3312,1
3388,0
3456,0
3487,0
3495,0
3497,0
3498,0
3506,0
3516,0
3523,0
3548,0
3615,0
3640,0
3707,0
3737,0
3768,0
3785,0
3809,0
3843,0
3866,0
3873,0
3902,0
3921,0
3955,0
3959,0
3996,0
4008,0
4071,0
4095,0
4116,0
4161,1
4176,0
4229,1
4237,0
4249,0
4264,1
4369,0
4370,0
4376,0
4394,1
4414,0
4435,0
4440,0
4474,0
