worker,value
0,0.38423891539052196
1,0.582891265843459
2,0.4524195739622646
3,0.7727580148179465
4,0.6492223908620788
5,0.3631412042131491
6,0.5904934379254425
7,0.4780859603989616
8,0.5371661770064403
9,0.6228877178964346
10,0.6452820345416843
11,0.4365262499775354
12,0.7390865266609838
13,0.48948258037980585
14,0.5906862686571114
15,0.6894172570706097
16,0.325842541041559
17,0.6189059893904185
18,0.6722102271947166
19,0.5740679317737105
20,0.6973176236955003
21,0.5121663064983103
22,0.4599278085209223
23,0.7037490990225075
24,0.803559542243807
25,0.6149101673406271
26,0.4705998686293175
27,0.5208399548838876
28,0.5677407248374018
29,0.6146010842909398
30,0.5803857204354788
31,0.4349125657656472
32,0.47262355662381783
33,0.6766855472157962
34,0.6528112076270074
35,0.48230709212836137
36,0.8662420935781054
37,0.5451393651947302
38,0.6899045362801426
39,0.565374455230699
40,0.8034126650378198
41,0.5322289623501146
42,0.6101111763259799
43,0.5726222084423226
44,0.5098257137422438
45,0.6733956561397589
46,0.6184459972595036
47,0.36476629695608953
48,0.6398624067581824
49,0.5555749697218921
50,0.5650637066922548
51,0.6617827106737683
52,0.6537212269312753
53,0.6942483279979268
54,0.5654955975524077
55,0.6084288869423432
56,0.6518163257696281
57,0.43290598093785604
58,0.4593540131800824
59,0.7306556410252286
60,0.5562387732033837
61,0.7176472320953313
62,0.7860130648849185
63,0.589705301726775
64,0.40882556854132246
65,0.5174438913164359
66,0.7195525052387137
67,0.38448945368041243
68,0.7105319500814062
69,0.739993004952769
70,0.5885574099847015
71,0.6610125915478857
72,0.6894463122510242
73,0.4565560792818514
74,0.47283706571656753
75,0.6184705324999871
76,0.4951503265777483
77,0.5494554577576214
78,0.5516390970187252
79,0.45681404200745374
80,0.65051846600529
81,0.4856471012273421
82,0.6309345827022081
83,0.6483072286690549
84,0.7180706629881203
85,0.80343762995667
86,0.4623331028089567
87,0.6429923493792404
88,0.6809025095683923
89,0.7108621759502824
90,0.5153429356928665
91,0.7144697406563763
92,0.46363403014283244
93,0.6421961658684784
94,0.673265390835129
95,0.5752049789950028
96,0.49187153057463323
97,0.6637936234427165
98,0.7469882434298035
99,0.5376145889155675
100,0.6368533049391945
101,0.6814235621676511
102,0.4926844215809339
103,0.5636827369941249
104,0.4159496781754395
105,0.46558972851664504
106,0.7117291382714898
107,0.7033238176409432
108,0.5065694095791721
109,0.6161004325128406
110,0.6447165180447587
111,0.4245922499548672
112,0.5389564950362644
113,0.6254895088755201
114,0.5347936046483747
115,0.5280766752790865
116,0.4944361707082088
117,0.6153554834754712
118,0.5358314488051256
119,0.4213191775604634
120,0.6762499171217358
121,0.5315795678407463
122,0.5328381347489759
123,0.44836360974840483
124,0.601441265921223
125,0.6200392938573663
126,0.6360064375423005
127,0.3906948584242127
128,0.42150396043160215
129,0.6069274789129551
130,0.5019047840529353
131,0.6318646758888612
132,0.7603803211057618
133,0.6052981095300753
134,0.5786176218935284
135,0.48122285820342736
136,0.7200799036671869
137,0.6334585936521632
138,0.5397812410246714
139,0.592700536909236
140,0.6611778604923086
141,0.7303198004262518
142,0.6925365633228444
143,0.49213570803109324
144,0.5419100572629846
145,0.7949828156143681
146,0.616136409812734
147,0.4678940332423981
148,0.60604822105831
149,0.6020611865553971
