task,truth
1,1
37,0
44,0
52,1
79,0
84,0
96,0
97,0
98,0
114,0
135,1
158,0
189,0
199,0
233,1
256,0
274,0
288,0
290,0
320,0
333,0
352,0
381,0
430,0
451,1
454,0
456,0
463,0
481,0
494,0
507,0
510,0
530,0
561,0
573,0
628,0
629,0
683,0
705,0
717,0
728,0
734,0
737,0
782,0
785,0
843,0
853,0
857,0
860,0
965,0
970,0
980,0
989,0
991,0
1048,0
1065,0
1067,0
1086,0
1094,0
1097,0
1105,0
1144,1
1230,0
1235,0
1289,1
1299,0
1332,0
1362,0
1383,0
1396,1
1414,0
1419,0
1424,0
1440,0
1468,0
1558,0
1566,0
1577,0
1587,0
1602,1
1632,1
1639,0
1646,0
1652,0
1664,0
1677,0
1701,0
1737,0
1758,0
1762,0
1782,0
1828,0
1860,0
1865,0
1867,0
1884,0
1923,0
1942,0
1998,0
1999,1
