task,truth
2,0
11,0
42,0
81,0
107,0
142,0
173,0
208,0
212,0
225,0
253,0
289,0
291,0
337,0
344,0
346,0
444,1
457,0
468,0
493,0
511,0
533,0
536,0
546,0
560,0
591,0
613,0
616,0
719,1
752,0
753,0
789,0
835,0
846,0
868,0
890,0
891,0
900,0
901,0
915,0
924,0
928,0
933,0
941,0
957,0
962,0
1009,0
1011,0
1017,1
1033,0
1070,0
1071,0
1111,0
1151,0
1168,0
1169,0
1218,0
1283,0
1285,0
1302,0
1303,1
1318,0
1326,0
1342,0
1352,0
1360,0
1371,0
1389,0
1426,1
1431,0
1450,0
1459,0
1471,0
1485,0
1493,0
1510,0
1524,0
1553,0
1554,0
1560,0
1576,0
1593,0
1595,0
1601,1
1619,0
1623,0
1650,0
1665,0
1715,1
1755,0
1808,0
1830,0
1836,0
1841,0
1854,0
1857,1
1891,0
1897,0
1913,0
1914,0
