task,truth
34,0
94,0
95,0
124,0
132,0
143,0
185,0
207,1
213,0
230,0
234,0
275,0
311,0
322,0
328,0
330,0
361,0
375,0
397,0
404,0
409,0
440,0
462,0
497,0
513,0
529,0
541,0
571,0
623,0
688,1
707,0
739,0
747,0
777,0
778,0
792,0
795,0
810,0
812,0
815,1
822,0
827,0
831,0
839,0
869,0
923,0
932,0
936,0
944,0
955,0
967,0
972,0
973,0
978,0
1001,0
1002,0
1014,0
1025,0
1142,0
1160,0
1165,0
1198,0
1207,0
1227,0
1251,0
1262,0
1274,0
1288,0
1293,0
1309,0
1312,0
1319,1
1331,0
1349,0
1353,1
1392,0
1412,1
1433,0
1441,0
1445,0
1467,0
1500,0
1504,0
1564,0
1574,0
1612,0
1655,1
1658,0
1673,0
1686,0
1731,0
1765,0
1766,0
1775,0
1903,0
1918,0
1921,0
1929,0
1970,1
1996,0
