task,truth
16,0
19,0
32,0
48,0
61,0
91,0
93,0
111,0
148,0
151,0
174,0
190,0
234,0
237,0
256,0
258,0
264,0
278,0
304,0
313,0
331,0
365,0
376,0
386,0
423,0
435,1
458,0
461,0
469,1
475,0
484,0
518,0
531,0
535,0
540,0
591,0
613,0
622,0
633,0
642,0
650,0
707,0
710,0
715,0
757,0
781,0
787,0
799,0
801,0
842,0
848,0
874,1
884,0
911,0
950,0
976,0
983,0
1004,1
1065,0
1067,0
1072,0
1078,0
1106,1
1129,0
1134,0
1160,0
1197,0
1245,0
1265,1
1299,0
1336,0
1392,0
1468,0
1481,1
1490,0
1512,0
1518,0
1534,0
1536,0
1545,0
1569,0
1647,0
1663,0
1680,0
1708,0
1727,0
1734,0
1801,0
1837,1
1868,1
1872,0
1890,0
1899,0
1900,0
1922,0
1924,1
1935,0
1940,0
1942,0
1967,1
