task,truth
14,0
31,0
42,0
44,0
55,0
56,0
69,0
75,0
78,1
94,0
96,0
102,0
156,0
162,0
166,0
184,0
192,0
201,0
205,0
249,0
252,1
284,0
306,1
349,1
405,1
434,0
450,0
499,0
509,0
521,0
528,0
555,0
564,0
568,1
569,1
573,0
597,0
602,0
651,0
662,0
679,0
702,0
708,0
720,0
808,1
818,0
820,0
823,0
840,0
868,0
886,0
915,0
985,1
1010,0
1029,1
1045,0
1058,0
1086,0
1095,0
1156,0
1165,0
1175,1
1203,1
1211,0
1275,0
1280,0
1312,0
1319,1
1367,0
1369,0
1376,0
1386,0
1411,0
1456,0
1471,0
1476,0
1480,0
1566,0
1579,0
1611,0
1646,0
1679,0
1687,0
1719,1
1744,0
1759,0
1775,0
1795,1
1797,0
1825,1
1830,0
1860,0
1875,1
1882,0
1894,0
1931,0
1960,1
1968,0
1970,1
1997,0
