task,truth
3,0
5,1
10,0
77,0
80,1
90,0
134,1
163,0
182,0
189,0
261,0
283,0
326,0
354,0
380,0
381,0
383,0
389,0
425,0
439,0
451,1
472,0
493,0
497,0
510,0
530,0
550,0
571,0
589,1
630,0
687,1
700,0
739,0
743,0
761,0
791,0
803,0
850,0
883,0
887,1
896,1
909,1
921,0
932,0
955,0
986,0
989,0
994,0
998,0
1006,0
1014,0
1066,0
1083,0
1127,0
1159,0
1163,0
1186,0
1194,0
1244,0
1249,0
1262,0
1277,0
1292,0
1328,0
1335,0
1377,0
1459,0
1477,0
1486,0
1497,0
1501,0
1520,0
1570,0
1575,0
1576,0
1599,0
1604,0
1609,0
1612,0
1617,0
1625,0
1630,0
1643,0
1644,0
1648,0
1654,0
1676,0
1694,0
1697,0
1778,0
1800,0
1840,0
1843,0
1848,0
1873,0
1883,0
1939,0
1984,0
1990,0
1991,0
