task,truth
12,0
35,0
81,0
120,0
126,0
136,0
153,0
158,0
181,0
191,0
219,0
229,0
231,0
251,0
259,0
286,1
300,0
316,1
327,0
353,0
357,0
360,0
371,0
373,0
396,0
401,0
415,0
429,0
496,0
511,0
544,0
583,0
598,0
604,0
615,0
617,0
620,0
631,0
677,0
705,0
716,0
738,0
745,0
746,0
749,1
765,0
846,0
917,0
965,0
992,1
1013,1
1020,0
1034,1
1054,0
1069,0
1101,0
1121,0
1145,0
1158,1
1161,0
1169,0
1177,0
1213,0
1219,0
1235,0
1260,0
1270,0
1332,0
1352,0
1361,0
1373,0
1379,0
1474,0
1498,0
1521,0
1524,0
1541,0
1583,0
1585,0
1587,0
1597,0
1602,1
1603,0
1703,0
1709,0
1714,0
1726,1
1742,0
1750,0
1755,0
1762,0
1826,1
1833,0
1850,0
1878,0
1885,0
1910,0
1953,1
1961,0
1987,0
