task,truth
30,0
37,0
95,0
104,0
107,0
169,0
195,0
236,0
241,0
272,0
301,0
310,1
325,0
466,0
473,0
479,0
513,0
522,0
534,0
542,0
596,0
614,0
627,0
629,0
635,0
653,0
680,0
733,0
740,0
747,0
762,1
771,0
795,0
814,1
852,0
860,0
879,0
882,0
885,0
898,0
904,0
908,0
929,0
952,0
962,0
967,0
995,0
1009,0
1035,0
1040,1
1043,0
1050,0
1087,0
1110,0
1151,0
1201,0
1207,0
1208,0
1228,0
1257,1
1263,1
1273,0
1281,0
1309,0
1334,0
1365,0
1380,0
1387,0
1394,1
1395,0
1396,1
1421,0
1423,0
1453,0
1460,0
1470,0
1482,1
1485,0
1494,0
1496,1
1506,0
1519,0
1532,0
1550,0
1572,0
1586,0
1589,0
1668,0
1673,0
1720,0
1736,0
1788,0
1794,0
1812,0
1842,0
1855,0
1928,0
1946,0
1962,0
1964,0
