task,truth
1,1
14,0
59,1
70,0
96,0
122,0
160,0
174,0
201,0
235,0
246,0
254,0
256,0
260,0
266,0
301,0
316,1
319,0
329,0
334,0
355,0
357,0
401,0
449,0
463,0
469,1
473,0
490,0
552,0
561,0
566,0
605,0
655,0
660,0
669,0
684,0
700,0
717,0
725,0
727,0
743,0
809,0
820,0
821,1
898,0
899,0
941,0
951,0
986,0
998,0
1013,1
1040,1
1068,0
1080,0
1087,0
1103,1
1114,0
1127,0
1142,0
1144,1
1157,0
1212,0
1252,0
1260,0
1268,0
1291,0
1341,1
1364,0
1369,0
1372,0
1459,0
1461,0
1511,1
1518,0
1527,0
1542,0
1553,0
1569,0
1606,0
1607,0
1625,0
1668,0
1671,0
1715,1
1722,0
1820,1
1826,1
1831,0
1858,0
1863,0
1911,0
1913,0
1926,1
1935,0
1942,0
1950,0
1964,0
1985,0
1986,0
1991,0
