task,truth
24,0
100,1
136,0
144,1
153,0
155,0
156,0
190,0
230,0
233,1
276,1
288,0
331,0
333,0
344,0
370,0
385,0
389,0
456,0
458,0
504,0
516,0
532,0
545,0
549,0
553,0
564,0
593,0
607,0
615,0
624,0
631,0
644,0
648,0
674,0
676,0
679,0
681,0
683,0
695,0
703,0
730,0
736,0
751,0
759,0
777,0
801,0
873,0
887,1
921,0
926,0
932,0
950,0
992,1
994,0
1009,0
1033,0
1083,0
1158,1
1172,0
1209,1
1278,0
1279,0
1288,0
1290,0
1294,1
1302,0
1315,0
1367,0
1391,0
1398,0
1399,0
1477,0
1501,0
1565,0
1627,0
1633,0
1644,0
1649,0
1656,0
1692,0
1693,0
1694,0
1721,0
1728,0
1753,0
1801,0
1809,0
1832,0
1840,0
1856,0
1928,0
1953,1
1958,0
1963,0
1972,0
1981,0
1990,0
1994,1
1995,1
