task,truth
5,1
7,0
25,0
47,0
80,1
97,0
102,0
118,0
139,0
168,1
237,0
258,0
271,0
317,0
343,0
350,0
384,0
399,0
402,0
450,0
472,0
511,0
521,0
559,1
565,0
570,0
587,0
591,0
617,0
634,0
658,0
667,0
685,1
719,1
723,0
753,0
756,0
779,0
797,0
832,0
838,0
864,0
880,0
888,0
891,0
903,0
924,0
929,0
945,1
958,0
960,0
970,0
972,0
979,0
981,0
993,0
1005,0
1046,0
1058,0
1078,0
1118,0
1169,0
1173,1
1175,1
1183,0
1187,1
1188,0
1202,0
1207,0
1219,0
1225,0
1263,1
1272,0
1332,0
1352,0
1472,0
1502,0
1505,0
1529,1
1545,0
1570,0
1576,0
1592,0
1654,0
1670,0
1738,0
1770,0
1773,1
1785,0
1789,1
1842,0
1861,1
1862,0
1872,0
1898,1
1909,0
1924,1
1952,0
1956,0
1992,0
