task,truth
9,0
33,0
40,0
74,1
93,0
104,0
117,1
120,0
141,0
157,0
206,0
208,0
218,0
244,0
247,0
278,0
298,0
348,0
388,1
395,0
403,0
478,0
536,0
569,1
632,0
662,0
673,0
688,1
710,0
769,0
776,0
794,0
800,0
808,1
826,0
834,0
856,1
909,1
911,0
917,0
930,0
933,0
952,0
1019,0
1063,1
1070,0
1090,1
1094,0
1107,0
1125,0
1166,0
1176,0
1230,0
1234,0
1244,0
1256,0
1259,0
1264,0
1267,0
1305,0
1321,0
1323,0
1351,0
1358,0
1375,0
1377,0
1406,0
1419,0
1429,0
1431,0
1435,0
1441,0
1467,0
1485,0
1488,0
1492,0
1495,0
1508,0
1549,0
1577,0
1612,0
1613,0
1621,0
1635,0
1669,0
1672,0
1683,0
1687,0
1716,1
1717,0
1782,0
1783,0
1786,0
1817,0
1860,0
1873,0
1878,0
1945,0
1947,0
1973,0
