task,truth
89,0
132,0
232,0
311,0
385,0
404,0
416,0
507,0
601,0
639,0
779,0
832,0
840,0
1028,0
1137,0
1187,1
1225,0
1276,0
1317,0
1344,0
1369,0
1391,0
1460,0
1468,0
1511,1
1533,1
1582,0
1600,0
1647,0
1820,1
1844,0
1850,0
1953,1
2113,0
2123,0
2143,0
2264,0
2281,0
2328,0
2578,0
2608,0
2614,0
2635,0
2636,1
2823,0
2853,0
2961,0
3061,1
3338,0
3361,0
3453,0
3469,0
3515,0
3615,0
3638,0
3788,1
3919,1
3984,0
4075,0
4086,0
4124,0
4197,0
4229,1
4241,0
4263,1
4368,1
4518,0
4548,0
4687,0
4828,0
4951,0
5036,0
5104,0
5128,0
5134,1
5179,1
5216,0
5578,0
5681,0
5762,0
5796,0
5860,0
6194,0
6305,0
6402,0
6546,0
6596,0
6600,0
6756,0
6809,0
7044,0
7100,0
7117,0
7152,0
7240,0
7337,0
7472,0
7477,0
7593,0
7736,0
