task,truth
197,0
202,0
238,0
264,0
286,1
309,0
352,0
392,0
649,0
697,0
787,0
817,1
827,0
974,1
1012,0
1024,0
1237,0
1541,0
1543,0
1601,1
1609,0
1631,1
1665,0
1845,0
1860,0
2059,0
2086,0
2200,0
2235,0
2297,0
2330,0
2345,0
2455,0
2828,0
2921,0
3149,0
3180,0
3216,0
3261,0
3348,0
3455,1
3466,0
3567,0
3842,0
3981,1
4111,0
4185,0
4187,0
4318,0
4351,0
4461,0
4484,0
4510,0
4535,0
4591,0
4811,0
4819,1
4892,0
4914,0
4985,1
5232,0
5292,1
5306,0
5322,0
5356,0
5359,0
5424,0
5511,0
5667,0
5742,0
5814,0
5841,0
5844,0
5887,0
5938,0
5961,0
5974,0
6066,0
6102,0
6113,0
6225,1
6486,0
6516,0
6535,0
6538,0
6597,0
6633,0
6702,0
6849,0
6988,0
7116,0
7319,0
7335,0
7357,0
7366,0
7560,0
7856,0
7907,0
7922,0
7948,0
