task,truth
13,1
32,0
44,0
73,0
78,1
81,0
86,0
135,1
158,0
191,0
279,0
289,0
311,0
345,0
357,0
372,0
440,0
475,0
481,0
492,0
502,0
523,0
536,0
600,0
618,0
625,0
630,0
632,0
645,0
646,0
664,0
696,0
730,0
741,0
753,0
761,0
763,1
771,0
783,0
786,0
796,0
800,0
809,0
819,0
828,0
876,0
885,0
889,0
928,0
933,0
949,0
962,0
1006,0
1010,0
1020,0
1088,0
1091,1
1163,0
1176,0
1177,0
1179,0
1218,0
1225,0
1246,1
1296,0
1297,0
1298,0
1318,0
1362,0
1384,0
1385,0
1392,0
1394,1
1407,0
1413,0
1418,0
1432,0
1443,0
1480,0
1489,1
1496,1
1510,0
1516,0
1547,0
1558,0
1562,0
1602,1
1637,0
1659,0
1693,0
1769,0
1808,0
1822,0
1832,0
1861,1
1884,0
1908,0
1938,0
1950,0
1964,0
