task,truth
395,0
422,0
519,0
576,0
590,0
670,0
717,0
861,0
982,0
1019,0
1106,1
1183,0
1236,0
1295,0
1479,0
1505,0
1580,0
1590,0
1595,0
1616,0
1620,0
1776,0
1827,0
1865,0
2208,0
2209,1
2210,0
2291,0
2378,0
2409,0
2524,0
2552,0
2558,0
2920,0
3053,0
3093,0
3153,0
3230,0
3302,0
3434,0
3598,0
3645,0
3754,0
3770,0
3789,0
3804,0
3926,0
3928,0
3934,0
4045,1
4125,0
4137,0
4252,0
4298,0
4311,0
4377,0
4475,0
4582,0
4857,0
5012,0
5026,0
5133,0
5180,0
5265,0
5451,0
5508,0
5602,1
5674,0
5755,0
5866,0
5890,0
5957,1
6088,0
6204,0
6218,0
6363,0
6554,0
6559,1
6587,0
6763,1
6818,0
6825,0
6861,0
6873,0
6919,0
6969,0
7130,0
7215,0
7317,1
7356,0
7397,0
7503,0
7604,1
7649,0
7746,0
7816,0
7893,0
7921,0
7926,0
7964,0
