task,truth
41,0
123,1
206,0
315,0
666,0
695,0
761,0
895,0
983,0
985,1
1006,0
1125,0
1158,1
1286,1
1313,0
1332,0
1352,0
1455,1
1608,0
1648,0
1773,1
1878,0
2035,0
2088,0
2093,0
2164,0
2165,0
2340,0
2366,0
2374,0
2407,0
2486,0
2493,0
2665,0
2667,0
2802,0
2911,0
3022,0
3089,0
3104,0
3136,0
3221,1
3240,0
3260,0
3309,0
3340,0
3346,0
3476,0
3501,0
3564,0
3589,0
3657,0
3911,0
4025,0
4069,0
4080,0
4162,0
4371,0
4404,1
4422,0
4569,0
4621,0
4659,0
4674,0
4821,1
4971,1
5025,0
5117,0
5123,0
5217,0
5383,0
5498,0
5510,0
5606,0
5630,0
5754,0
5829,1
5942,0
5993,0
6168,0
6234,0
6404,0
6434,0
6615,1
6616,0
6696,1
6757,0
6778,0
6797,0
6801,0
6854,0
7027,0
7083,0
7418,0
7431,0
7434,0
7568,0
7598,0
7834,0
7983,0
