task,truth
47,0
281,0
299,1
370,0
458,0
554,0
578,0
637,0
762,1
766,0
833,0
956,0
1004,1
1267,0
1289,1
1292,0
1341,1
1440,0
1462,0
1602,1
1684,0
1725,0
1859,0
1869,0
2190,0
2196,0
2484,0
2651,0
2786,0
2806,0
2835,0
2843,0
2974,0
3041,0
3075,0
3178,0
3236,0
3337,0
3423,0
3432,0
3507,1
3584,0
3586,0
3674,0
3707,0
3759,0
3765,0
3870,0
3886,0
4027,0
4144,0
4213,0
4282,0
4325,0
4334,1
4438,0
4462,0
4504,0
4554,0
4695,0
4731,0
4736,0
4741,0
4788,0
4792,0
4841,0
4941,0
5010,0
5272,0
5273,0
5297,0
5316,0
5380,0
5410,0
5543,0
5758,0
5788,0
5791,0
5815,1
5893,1
5900,0
6000,0
6094,0
6120,0
6142,0
6259,0
6267,1
6470,0
6481,0
6572,0
6680,1
6789,0
6997,1
7004,1
7067,0
7119,0
7237,0
7460,0
7692,0
7744,1
